  x  y  f
      2077.00      1695.88      7386.71
      1775.33      883.704      7382.77
      1982.95      1796.98      7380.12
      1184.00      819.253      7379.78
      819.476      705.664      7378.50
      2427.55      1849.64      7373.43
      873.956      895.452      7372.61
      1106.48      1901.31      7370.49
      1159.03      1044.16      7364.48
      1847.55      1369.59      7363.40
      2352.35      1539.29      7359.30
      946.168      1973.88      7347.93
      1354.82      865.707      7344.06
      797.179      174.092      7338.55
      304.977      1170.93      7322.63
      2097.54      2380.00      7320.28
      116.750      907.838      7320.16
      2008.03      2563.58      7317.42
      2332.93      2136.78      7316.88
      1640.99      1868.66      7316.17
      1078.98      1385.68      7316.15
      2093.95      1575.98      7311.09
      1822.54      2246.03      7308.21
      1294.14      215.576      7302.70
      653.489      1120.98      7298.06
      2391.28      1646.64      7295.04
      1272.58      2369.79      7284.28
      726.393      1772.12      7282.07
      1314.31      1511.24      7276.56
      1524.31      2083.00      7268.70
      2412.26      819.052      7267.56
      904.978      2141.83      7265.66
      1542.17      604.723      7260.06
      955.639      1559.80      7251.47
      2117.22      1611.30      7246.45
      2081.66      532.202      7234.99
      1259.70      1487.73      7234.19
      531.369      1035.12      7228.05
      1909.72      832.495      7221.05
      1158.42      482.396      7217.15
      1341.49      906.180      7214.44
      1998.28      1542.08      7213.25
      436.507      800.147      7204.30
      1165.42      2126.24      7203.34
      809.560      383.745      7198.11
      923.875      727.132      7197.05
      534.769      1060.07      7191.97
      1083.39      857.009      7188.22
      172.012      2408.18      7182.28
      1518.41      1108.42      7174.88
      679.427      2118.52      7172.11
      873.016      1623.20      7169.89
      1138.79      893.823      7166.86
      1079.06      1518.01      7166.77
      682.182      1041.34      7164.56
      2353.18      1690.98      7163.41
      2155.11      870.882      7157.09
      524.705      669.851      7143.96
      1385.18      1911.20      7141.66
      66.6819      485.685      7128.12
      1418.06      2236.87      7127.46
      1408.50      1890.70      7125.94
      857.240      2421.77      7123.83
      1675.33      2037.32      7116.85
      2031.71      1228.46      7115.67
      2139.23      2365.58      7108.43
      1048.23      1534.81      7107.63
      739.517      2004.81      7095.77
      1873.88      1727.68      7095.42
      1177.20      859.153      7095.27
      1909.83      1662.49      7093.48
      451.534      798.363      7092.86
      2013.67      1690.63      7079.54
      668.029      2126.81      7077.24
      1814.53      2177.01      7070.16
      639.012      1328.50      7066.64
      424.059      270.326      7064.19
      249.416      886.431      7057.63
      2384.44      1456.80      7056.39
      1455.93      980.628      7054.79
      1414.68      526.538      7053.19
      1622.45      1378.47      7050.36
      1164.91      894.693      7044.29
      1748.66      2041.00      7039.03
      1202.77      1259.06      7038.53
      1101.76      2073.52      7036.81
      1885.99      1843.24      7032.05
      702.541      1476.11      7030.70
      2057.85      1221.33      7024.92
      1613.40      2402.41      7021.30
      649.703      2240.32      7020.72
      539.242      501.988      7006.93
      2525.47      2249.76      7003.60
      872.259      1323.44      6996.76
      1586.69      2432.58      6996.21
      627.948      1949.75      6991.93
      1548.03      2326.22      6990.74
      1633.51      1716.43      6984.67
      1695.14      1502.64      6981.15
      1270.56      139.336      6979.41
      2104.40      1470.80      6978.22
      800.390      926.404      6974.33
      1216.31      2017.96      6967.31
      1785.18      1859.47      6966.14
      570.138      1040.69      6961.03
      1769.87      1399.38      6950.79
      794.673      810.304      6949.71
      1597.66      751.368      6949.48
      1871.43      1544.19      6940.00
      1188.17      1661.40      6930.90
      2287.57      2155.78      6926.42
      1882.28      1109.35      6922.66
      1382.85      1286.70      6914.25
      2130.13      792.258      6912.36
      908.761      1799.89      6911.55
      1315.07      1479.37      6910.13
      2123.39      1504.33      6905.54
      984.771      1926.72      6905.35
      568.029      815.673      6903.95
      2126.59      1957.84      6903.91
      1546.80      1759.03      6901.10
      2265.29      417.658      6900.94
      1249.37      2278.72      6883.57
      946.301      2055.46      6882.64
      1436.04      1859.90      6882.64
      2368.14      1633.40      6871.64
      1000.46      1582.40      6867.94
      1383.15      1140.26      6866.99
      2285.96      444.411      6852.72
      1731.51      1484.21      6851.22
      816.794      1017.44      6842.59
      1460.71      1088.54      6831.65
      1864.63      2270.33      6831.40
      669.794      1632.62      6824.09
      1814.15      1447.10      6820.41
      1065.73      1812.23      6819.92
      1170.08      2232.91      6813.36
      492.890      476.351      6813.01
      472.333      2260.59      6811.85
      662.067      1929.99      6810.04
      1690.67      2337.47      6800.68
      1761.56      1467.90      6795.88
      1706.44      1442.83      6794.03
      1495.69      191.744      6791.42
      2117.41      1654.19      6787.88
      2013.32      589.521      6783.26
      1700.67      855.293      6773.98
      1270.22      1809.02      6770.73
      1915.66      630.309      6768.42
      1540.74      2347.48      6765.61
      1418.42      1720.93      6754.10
      819.334      1057.92      6745.75
      1119.45      1553.06      6745.53
      1342.20      2099.39      6744.37
      729.751      587.604      6740.66
      434.862      1329.86      6737.40
      1333.64      858.336      6736.46
      2400.15      1889.37      6726.37
      1408.95      2076.54      6724.53
      896.663      1549.23      6718.86
      2121.55      2107.37      6712.57
      1861.41      792.411      6711.35
      1207.69      517.303      6704.23
      1874.89      1307.85      6699.62
      1230.97      1273.05      6697.43
      1955.33      1548.42      6692.80
      2386.18      2073.95      6691.60
      1309.57      861.448      6683.94
      319.835      1991.72      6682.90
      901.034      1538.92      6682.22
      1144.31      2111.32      6674.29
      1879.05      2483.55      6673.37
      466.223      1091.82      6669.02
      913.164      1228.57      6666.79
      1176.67      850.891      6665.79
      1380.25      637.334      6658.42
      854.505      1939.44      6655.41
      578.567      1958.27      6649.04
      2172.33      1720.09      6645.20
      1694.25      2000.90      6639.64
      1893.72      1820.85      6639.49
      2091.64      948.350      6637.69
      2280.27      1208.09      6632.38
      2016.15      610.186      6630.07
      1714.22      1341.32      6626.83
      1026.18      362.862      6624.99
      1280.10      1948.69      6624.65
      827.564      2128.59      6624.53
      514.380      1339.73      6622.66
      1730.84      580.733      6620.97
      957.396      1285.59      6620.97
      779.925      1000.47      6620.43
      1775.64      1159.41      6616.48
      1636.40      1587.54      6615.15
      2254.82      902.103      6613.36
      1601.10      1732.88      6609.28
      813.447      184.324      6608.47
      2001.72      1869.17      6604.04
      1044.94      656.832      6603.96
      2126.92      968.409      6591.16
      623.921      1896.26      6591.11
      2037.07      799.838      6587.85
      1234.81      918.427      6584.81
      1796.45      2342.64      6584.06
      1598.32      1098.31      6580.39
      879.157      460.181      6577.28
      592.272      2058.09      6568.54
      1792.39      2352.10      6568.21
      654.087      619.094      6566.31
      932.227      559.957      6562.63
      1104.87      374.345      6557.81
      1566.54      463.404      6557.16
      1954.37      2252.79      6555.41
      1169.22      1271.62      6552.00
      1450.81      1374.66      6548.69
      760.938      982.205      6544.52
      1823.20      2065.37      6543.35
      2258.77      1234.41      6540.35
      985.756      380.244      6525.68
      625.880      1327.14      6524.88
      1864.64      430.084      6523.31
      1209.13      912.598      6519.03
      941.111      2528.43      6517.06
      1754.35      2034.08      6511.08
      2353.74      1461.64      6507.09
      680.859      881.893      6505.15
      631.100      1687.17      6503.90
      2024.32      1789.01      6500.05
      595.519      1987.80      6493.64
      1323.82      2293.54      6491.17
      1496.10      2354.58      6488.89
      539.427      1665.16      6488.05
      2057.10      1848.82      6486.53
      797.492      1699.92      6484.22
      1498.57      2155.64      6483.16
      1171.44      2334.69      6482.25
      969.559      1841.71      6482.05
      1158.68      1952.14      6480.86
      1509.70      2188.90      6475.93
      2320.50      1395.28      6474.34
      985.761      1053.09      6473.42
      1708.29      520.363      6471.10
      1614.33      1914.24      6465.17
      1811.41      2026.30      6462.96
      1357.53      2505.19      6462.11
      1297.06      1484.85      6462.10
      1908.99      879.243      6459.42
      2282.08      2433.92      6454.12
      1220.92      1797.88      6452.59
      2240.79      1377.77      6447.91
      1093.49      1773.21      6445.96
      1144.82      1516.92      6445.13
      1191.63      1625.30      6440.69
      2226.46      1615.38      6436.65
      2451.94      186.517      6435.82
      51.2238      1450.10      6434.80
      1807.69      663.961      6433.22
      2215.83      861.369      6430.53
      1254.16      1922.53      6425.37
      485.109      764.018      6419.74
      489.123      787.168      6418.73
      1341.42      2167.10      6415.01
      981.618      1181.15      6414.74
      1430.24      1175.05      6414.29
      1560.04      2010.12      6414.21
      1888.17      2107.98      6401.88
      945.556      990.852      6394.31
      2386.26      1103.06      6388.06
      1104.31      1139.54      6387.36
      2328.85      1663.07      6385.38
      931.387      1509.44      6382.79
      650.454      650.394      6380.95
      1542.99      1951.12      6375.71
      2199.64      1404.61      6374.60
      1493.74      1682.69      6363.51
      814.688      1633.21      6361.29
      1492.64      443.162      6358.36
      2288.76      1139.07      6357.09
      1122.71      566.405      6356.85
      535.823      625.490      6355.33
      1915.88      1407.82      6341.48
      1645.40      1060.23      6333.56
      1886.75      1934.90      6332.19
      779.293      1272.16      6325.53
      647.248      1787.43      6324.98
      2286.46      502.171      6320.75
      2371.36      2132.96      6312.52
      1544.82      1266.84      6311.40
      523.935      950.426      6306.36
      1811.44      583.231      6303.15
      975.119      486.263      6302.55
      961.432      1132.31      6302.51
      1787.74      1702.64      6302.46
      803.005      844.305      6301.32
      626.489      987.448      6299.58
      2233.82      1029.41      6296.93
      1742.89      779.632      6290.71
      1769.71      1283.62      6284.82
      1966.73      872.136      6283.91
      495.715      1508.86      6279.85
      1181.65      2008.79      6275.29
      1849.18      575.365      6271.68
      1257.66      1421.89      6271.33
      1264.56      964.008      6271.00
      752.803      1444.54      6264.46
      1917.81      1895.91      6263.66
      1253.97      813.151      6258.34
      1685.04      599.801      6257.68
      1137.01      1281.47      6257.67
      1110.65      1311.64      6256.59
      1714.27      2407.06      6255.89
      1484.96      2281.98      6254.22
      2344.03      1130.49      6252.88
      539.882      1043.71      6252.12
      687.973      1461.22      6248.25
      976.917      2142.25      6240.02
      1177.11      1676.30      6236.55
      1581.38      1086.14      6221.68
      1762.93      1715.94      6220.29
      1052.29      420.006      6219.51
      1628.06      2117.25      6218.36
      1453.82      2006.05      6217.65
      1758.82      2086.97      6185.21
      322.500      2174.07      6170.82
      1563.24      2001.19      6169.04
      536.109      1988.12      6166.26
      2328.41      2098.16      6161.88
      578.548      755.239      6157.43
      380.153      836.083      6156.83
      1929.34      1577.90      6156.35
      1435.85      1943.53      6150.16
      2233.03      1860.46      6150.06
      809.050      1618.09      6147.88
      1232.61      558.183      6142.51
      1009.37      926.949      6137.11
      2003.63      2019.57      6132.74
      327.546      646.482      6125.69
      2061.44      1975.50      6119.45
      868.728      1114.21      6115.40
      1448.09      2046.77      6111.90
      1311.84      1673.59      6108.42
      1405.28      1002.32      6108.42
      1334.86      489.295      6098.34
      654.941      1137.95      6096.37
      608.978      677.799      6095.88
      579.066      444.448      6095.02
      897.653      855.411      6086.51
      2141.10      2408.42      6083.18
      1899.20      1171.04      6081.92
      2315.15      2218.71      6076.12
      2109.12      1806.10      6075.03
      921.642      2146.70      6070.33
      1715.98      532.337      6066.85
      1934.36      648.139      6065.01
      1693.06      944.406      6061.46
      1912.28      2516.33      6057.82
      1594.46      1454.92      6056.74
      1067.51      2226.69      6056.05
      2080.76      210.721      6050.90
      1291.21      2554.14      6050.23
      1875.49      822.053      6045.95
      2131.79      756.399      6043.76
      449.418      1020.95      6033.53
      1847.71      1459.25      6030.63
      937.823      2217.71      6029.19
      1679.49      1105.60      6026.37
      712.844      1517.74      6025.71
      1093.33      1293.23      6023.89
      750.125      835.174      6011.62
      1042.01      1262.20      6002.85
      1694.71      2169.27      6001.37
      1261.49      1279.97      5998.49
      1186.50      926.566      5997.99
      1436.56      974.652      5992.46
      2027.06      402.852      5991.84
      2014.49      1827.87      5991.02
      1913.49      615.222      5990.89
      325.731      1671.40      5989.66
      1195.24      1145.92      5987.62
      1015.58      1173.21      5985.05
      1569.79      2119.43      5981.95
      1323.02      1587.69      5972.36
      1326.11      2034.13      5965.79
      562.225      1066.03      5964.23
      1968.29      1515.02      5962.56
      1875.35      1035.27      5957.96
      821.232      1141.00      5955.75
      1346.80      1723.28      5953.28
      1065.50      1159.56      5948.73
      1298.69      1385.58      5948.15
      1159.26      1137.49      5947.21
      2323.37      2166.26      5947.18
      302.812      1505.27      5946.87
      1155.74      2132.97      5940.50
      2104.25      1674.85      5939.70
      1318.61      352.385      5935.58
      870.404      1422.88      5933.72
      2164.75      880.154      5933.68
      1735.02      456.172      5930.74
      494.692      1965.02      5915.43
      1374.25      874.504      5908.19
      1983.14      1515.87      5904.02
      753.861      1727.10      5897.71
      2100.86      1346.79      5893.35
      1062.56      296.080      5892.66
      1703.64      2459.08      5890.09
      1266.61      632.440      5886.13
      1487.06      667.969      5882.60
      1787.22      1380.75      5878.49
      1157.47      1372.27      5878.18
      924.078      2325.70      5873.53
      994.922      924.496      5873.20
      1110.61      1928.84      5870.79
      1460.07      1552.72      5863.66
      2344.04      1877.15      5859.34
      1197.71      1317.94      5853.66
      1822.68      1889.31      5852.95
      785.170      947.256      5847.95
      2029.87      843.896      5843.82
      1346.39      1658.60      5842.72
      2069.94      573.801      5842.30
      706.177      1097.31      5835.56
      443.737      1322.03      5833.31
      2266.92      1598.55      5831.04
      755.959      578.060      5825.79
      1436.79      336.336      5823.32
      2472.04      276.662      5821.65
      496.604      587.838      5817.15
      430.359      386.539      5816.92
      1496.29      1402.60      5814.86
      2171.50      1477.90      5814.72
      1846.66      794.716      5812.94
      1768.47      2252.81      5809.38
      1280.65      2328.55      5809.24
      1578.46      967.266      5803.61
      957.392      2339.22      5803.10
      2171.59      1433.29      5801.05
      799.758      1198.85      5800.31
      1768.64      1855.32      5796.42
      1907.85      1561.02      5792.59
      1658.55      2138.63      5788.97
      2081.16      1192.73      5788.28
      954.370      1799.11      5782.11
      1950.66      1532.65      5775.97
      503.922      769.428      5757.36
      548.313      874.215      5754.99
      1623.71      1579.16      5750.57
      970.611      1056.88      5745.85
      1651.03      2423.65      5738.53
      1780.49      2422.12      5736.74
      2474.52      180.162      5734.13
      146.992      185.309      5731.90
      531.948      825.204      5730.96
      1821.40      1942.47      5730.68
      2271.39      2483.98      5729.79
      655.816      1822.54      5728.06
      855.552      1509.01      5727.91
      448.590      1133.71      5727.74
      2091.67      1036.32      5727.01
      1642.00      1770.15      5725.92
      1794.56      1417.33      5724.56
      1952.15      2245.10      5723.83
      1450.97      2177.25      5718.30
      1414.98      1588.18      5717.04
      1531.67      1955.81      5712.54
      1595.34      1919.72      5709.96
      1666.27      756.311      5698.22
      1807.14      635.210      5688.04
      1521.40      1933.50      5686.86
      1027.11      1856.66      5684.05
      324.806      2015.43      5683.21
      1040.54      340.638      5682.71
      949.349      1154.19      5676.65
      1506.99      1727.34      5675.99
      1881.51      688.451      5675.97
      2440.31      548.265      5675.20
      1927.90      1153.75      5674.99
      1252.63      981.412      5674.68
      1738.14      989.130      5673.02
      1249.26      1624.47      5669.88
      698.327      624.552      5669.84
      2194.32      1478.88      5669.45
      780.493      1719.72      5666.95
      1363.84      1719.18      5661.68
      1139.73      422.367      5653.70
      1827.58      2157.56      5652.84
      1719.27      1926.91      5652.53
      776.362      512.271      5651.01
      270.653      1768.84      5649.23
      1780.03      837.546      5648.30
      619.529      2006.86      5648.21
      1212.24      1479.82      5646.44
      2065.62      2284.42      5645.50
      2318.15      2059.00      5637.06
      1091.46      2037.05      5632.30
      1574.14      2328.20      5632.08
      1565.29      2141.27      5626.92
      828.797      1861.08      5625.05
      1663.59      1890.91      5620.70
      909.765      1610.15      5620.24
      1030.49      1885.32      5617.84
      2050.82      989.570      5614.38
      943.168      799.303      5611.15
      1675.08      1562.48      5608.94
      666.845      1996.14      5604.54
      471.594      1047.35      5602.43
      1100.75      184.211      5600.45
      1588.79      1345.47      5600.37
      1637.56      2422.50      5594.81
      1694.43      1520.58      5592.25
      602.641      230.638      5590.19
      1342.08      1356.19      5586.31
      1704.58      2430.38      5582.25
      1694.27      2051.36      5575.05
      1345.43      1889.53      5574.84
      1476.53      2356.29      5573.93
      815.158      1705.39      5573.14
      1130.86      1461.00      5570.51
      1145.55      678.733      5562.72
      684.531      491.684      5558.12
      922.296      2026.43      5551.65
      1362.53      1211.69      5550.88
      1489.99      1453.60      5544.12
      1659.27      424.609      5542.61
      1729.14      2509.93      5542.55
      1060.69      2348.54      5540.39
      1754.71      1419.06      5535.89
      1663.95      1878.13      5531.10
      1495.22      172.559      5530.40
      1974.65      1956.53      5526.98
      801.282      1998.73      5524.18
      759.455      1975.44      5522.63
      1259.67      1587.18      5519.17
      1797.70      2290.19      5514.98
      798.068      545.057      5513.46
      1615.52      1723.98      5512.57
      1298.23      2354.75      5512.23
      1017.45      2137.86      5510.67
      583.479      824.059      5510.16
      1961.51      587.412      5503.42
      2008.85      1851.82      5501.73
      2435.52      1765.69      5498.27
      1077.66      1614.50      5497.50
      1211.82      1459.27      5495.50
      688.104      1868.67      5494.76
      1526.27      1748.77      5488.43
      884.116      1597.40      5487.70
      1855.70      806.357      5487.41
      1796.99      2215.74      5486.18
      1332.43      2110.31      5476.91
      597.756      2278.87      5476.64
      2207.30      1719.77      5472.25
      1089.00      2182.21      5472.07
      1102.41      1631.58      5470.06
      2146.62      696.041      5467.57
      724.761      1022.63      5465.99
      1048.63      1977.15      5460.05
      513.939      1505.43      5456.82
      486.846      2044.57      5454.78
      2144.18      1554.47      5441.90
      2169.03      1976.97      5437.83
      871.058      1869.71      5435.77
      1985.32      1830.90      5434.39
      1250.60      440.437      5430.59
      795.119      1152.49      5426.81
      469.640      1412.32      5426.72
      846.746      2341.47      5415.53
      907.647      733.539      5414.31
      1902.27      1278.49      5414.24
      1520.54      2062.00      5410.96
      843.849      906.905      5409.62
      2348.90      1781.88      5408.16
      1704.40      1511.60      5407.53
      2269.60      1770.55      5400.17
      892.323      1175.27      5399.43
      1868.57      724.209      5394.02
      1803.52      1621.13      5394.01
      2071.78      1103.63      5391.70
      914.121      1687.53      5389.90
      2072.58      591.414      5389.17
      902.227      2165.01      5388.72
      1091.61      2050.54      5387.83
      2131.97      1736.50      5380.69
      1759.34      2180.28      5380.58
      1080.51      601.156      5379.05
      1380.33      1675.80      5376.74
      1378.72      2049.24      5376.02
      1616.24      1028.63      5373.14
      425.741      479.408      5370.13
      902.570      1587.60      5366.48
      1243.92      1076.33      5361.37
      1645.17      1717.83      5360.27
      1335.75      883.964      5356.99
      2041.14      554.263      5353.64
      916.329      603.698      5349.49
      1951.62      671.410      5347.98
      62.4557      296.156      5344.40
      1076.80      2176.59      5342.94
      1906.67      1566.57      5341.60
      1242.16      1098.04      5341.21
      1039.29      1174.97      5339.83
      1702.62      2055.23      5331.67
      1243.33      998.179      5329.77
      582.884      1461.97      5328.72
      2199.94      1302.52      5328.17
      1040.64      961.419      5323.84
      702.159      846.485      5321.79
      1736.64      323.385      5318.64
      1286.39      1583.74      5312.81
      1422.45      1755.63      5312.18
      1628.32      1310.59      5304.58
      331.183      1218.94      5302.85
      2136.88      839.922      5294.78
      1340.01      1766.68      5293.13
      1735.37      1743.95      5292.39
      2324.25      1306.21      5288.55
      2060.64      1352.66      5287.04
      667.246      702.078      5281.88
      1483.69      1526.61      5278.85
      764.233      1380.20      5273.51
      1405.39      1421.31      5269.11
      720.028      1966.30      5267.25
      1249.92      1601.04      5266.24
      2429.85      2191.10      5266.16
      2041.88      1155.65      5266.01
      2113.61      1863.57      5265.47
      1323.29      629.342      5264.78
      2213.90      1356.35      5264.43
      2200.68      2148.32      5261.91
      935.938      421.933      5260.91
      773.284      517.877      5258.63
      1787.60      1926.11      5252.31
      1249.18      1299.28      5247.24
      1407.78      1712.10      5238.15
      1758.37      1400.66      5236.89
      1969.22      1600.70      5236.67
      1113.75      1721.87      5235.74
      1935.43      1471.03      5232.49
      2128.78      1202.38      5228.67
      2003.51      1649.00      5228.22
      1815.90      1042.75      5222.38
      283.600      1614.95      5218.49
      1893.41      1628.86      5217.90
      2334.78      1774.71      5217.34
      2323.99      1212.96      5213.19
      1124.94      1978.36      5212.27
      948.282      1307.86      5201.34
      1992.82      868.385      5199.08
      2220.63      707.385      5198.25
      650.634      1907.62      5198.20
      2009.11      726.783      5194.58
      1404.19      2077.49      5194.37
      1051.29      2227.22      5189.31
      1306.81      1068.70      5184.47
      577.630      683.266      5179.57
      1174.60      1382.50      5176.16
      1102.95      1916.33      5175.37
      1278.16      1458.79      5173.08
      1310.03      521.418      5171.43
      2381.77      1883.16      5170.12
      1656.81      1467.87      5161.39
      2216.29      1116.73      5160.58
      1761.86      464.983      5157.38
      634.480      2019.14      5156.28
      469.045      651.847      5155.82
      814.653      1953.72      5155.02
      1792.96      324.810      5153.35
      1747.66      1873.51      5149.35
      754.601      1126.11      5145.58
      1856.11      750.848      5145.22
      1778.53      1632.44      5141.94
      1255.10      1068.18      5141.53
      436.671      314.837      5140.98
      411.952      1482.28      5133.45
      1516.23      2199.04      5132.02
      1571.41      1751.87      5131.89
      2246.76      1168.76      5130.92
      2126.32      1014.56      5129.91
      2304.88      1913.61      5125.79
      1436.68      716.706      5125.78
      906.631      545.620      5125.03
      884.427      2184.82      5121.39
      2066.16      1120.47      5113.92
      1550.78      1920.35      5112.68
      654.217      1667.36      5110.82
      2352.41      1574.47      5106.11
      1938.47      574.959      5105.36
      2211.10      207.687      5103.02
      1833.89      1336.48      5101.32
      1260.74      2007.47      5099.94
      2132.20      1595.09      5092.60
      1000.67      780.175      5091.41
      62.5310      2084.35      5090.97
      1828.72      593.655      5089.93
      1796.19      2127.56      5086.60
      1298.44      2141.67      5085.56
      1400.39      1403.04      5084.66
      412.698      592.485      5081.62
      1956.37      693.319      5079.32
      830.143      1931.46      5076.89
      2314.33      1503.26      5072.38
      1683.38      1196.29      5069.88
      1115.77      2332.82      5062.26
      1399.09      254.139      5058.23
      1275.60      1823.76      5057.05
      2388.85      2046.15      5056.79
      1157.75      2349.21      5052.93
      1429.05      682.682      5052.92
      1221.91      1760.29      5051.68
      1484.26      165.626      5047.03
      1170.80      2253.08      5045.76
      1714.51      892.479      5044.96
      1758.65      2099.39      5043.88
      1578.02      1373.78      5042.48
      525.602      2224.47      5041.78
      803.246      2081.19      5040.79
      1565.31      1699.85      5039.60
      1430.02      1314.41      5026.42
      2201.64      1696.67      5025.74
      1080.15      658.379      5025.54
      1001.68      1773.34      5023.66
      951.425      2248.89      5020.91
      1276.01      1046.46      5014.11
      1633.31      1921.97      5013.90
      1670.53      1969.12      5010.01
      1864.55      1884.42      5009.42
      2319.63      2151.82      5008.39
      1919.74      799.011      5003.77
      790.588      2059.88      5002.90
      2037.81      1177.27      5002.28
      2354.50      1829.16      4998.37
      438.087      1584.79      4996.09
      542.926      2089.63      4992.99
      2525.97      2001.96      4991.50
      948.275      2034.75      4990.57
      1406.40      1386.80      4989.08
      1634.84      2121.33      4986.74
      1939.85      1301.91      4975.80
      784.766      1520.14      4975.28
      1259.90      1332.99      4973.01
      1218.12      1880.13      4971.37
      1932.47      609.640      4971.16
      1335.19      1726.60      4969.74
      388.572      1923.56      4969.29
      934.309      1016.59      4968.91
      1094.70      1797.14      4968.49
      2390.31      1089.94      4967.73
      1682.30      2114.81      4960.25
      2133.25      2077.86      4959.84
      1914.99      1738.44      4959.67
      1618.07      1570.43      4958.98
      2097.26      2330.34      4953.49
      1490.96      402.601      4952.64
      1891.35      2009.73      4952.47
      884.633      1428.16      4949.38
      2017.50      950.197      4943.73
      1342.16      1695.69      4942.83
      1760.88      2504.45      4942.51
      1024.26      2206.77      4942.25
      1938.01      1925.12      4939.36
      2306.71      1869.10      4934.64
      615.963      1127.37      4934.55
      2023.35      1630.37      4931.00
      817.667      958.319      4929.98
      1429.83      1993.90      4929.29
      63.5448      260.866      4928.33
      2357.78      1683.52      4927.26
      1380.95      1302.49      4920.75
      456.563      607.325      4919.98
      868.003      2079.39      4915.77
      582.327      1171.95      4910.30
      939.435      1269.51      4906.42
      1616.22      2097.66      4904.84
      1836.11      721.583      4901.70
      387.032      1313.88      4898.97
      2148.90      1508.44      4894.32
      1304.42      1802.62      4892.17
      1149.30      1035.85      4892.00
      688.070      1890.32      4891.97
      1503.98      1621.77      4891.84
      1265.85      746.000      4889.76
      2416.07      1486.77      4888.02
      880.075      928.140      4881.17
      1014.61      566.155      4878.95
      596.730      1940.02      4875.10
      538.660      1035.11      4868.20
      543.443      1682.67      4863.10
      1992.55      208.470      4858.63
      1717.44      2397.55      4855.59
      1749.62      911.948      4855.37
      2147.18      476.628      4852.43
      651.954      1448.08      4851.17
      1383.88      656.269      4847.79
      1048.41      802.874      4847.04
      1700.02      801.604      4846.91
      1029.21      1333.04      4843.23
      1240.94      1019.71      4843.04
      982.731      1673.37      4842.62
      2027.95      1442.91      4841.72
      780.392      1320.95      4840.42
      1361.74      865.038      4836.15
      1238.49      1568.24      4832.34
      1883.23      1655.24      4830.13
      727.760      1860.83      4828.18
      1895.56      657.372      4824.41
      2347.13      1359.29      4818.30
      706.906      1210.03      4817.84
      1748.41      975.680      4815.47
      1680.20      1584.30      4811.14
      1768.12      1966.15      4810.40
      1930.66      629.138      4810.22
      954.595      2044.16      4809.60
      1883.69      863.682      4807.92
      752.451      475.947      4807.13
      1275.31      2068.66      4807.10
      1386.07      1992.23      4805.66
      1813.39      867.981      4798.70
      1973.16      1500.42      4795.96
      1205.65      1061.19      4791.53
      646.896      1534.13      4788.35
      1253.81      627.396      4784.78
      844.168      1442.41      4784.77
      1181.49      2149.14      4782.15
      1419.11      2477.97      4782.08
      1902.42      2038.88      4781.69
      2362.39      1051.42      4778.19
      816.078      570.095      4774.75
      1376.14      1350.41      4772.03
      2385.30      1242.43      4770.70
      1732.18      204.734      4764.72
      1356.27      319.543      4763.10
      2155.83      1494.78      4762.66
      881.309      1866.44      4761.39
      670.440      1490.90      4756.76
      1029.68      1907.63      4755.49
      559.247      2313.53      4755.41
      2291.09      789.404      4753.89
      2269.18      1822.04      4752.44
      1869.14      1378.46      4751.86
      1093.09      958.116      4742.97
      1186.35      1433.01      4742.31
      1735.33      2215.52      4741.05
      1201.54      1389.34      4740.23
      579.909      1125.29      4740.16
      1544.47      1040.34      4739.43
      1634.91      321.932      4738.05
      805.834      664.534      4735.77
      2385.24      1159.84      4733.06
      644.011      1665.36      4730.59
      1086.78      2167.39      4729.15
      2325.71      913.469      4725.16
      640.759      1959.11      4724.43
      1259.42      2051.71      4723.36
      1854.93      1390.36      4723.26
      879.251      1108.04      4723.20
      556.093      1746.37      4720.63
      1779.39      958.175      4718.19
      1692.91      714.911      4716.78
      1193.31      1124.81      4712.62
      2185.16      518.176      4712.57
      2370.19      2033.13      4712.31
      868.183      1281.56      4711.49
      662.858      1421.76      4705.35
      984.131      1661.90      4703.87
      1148.14      415.914      4699.89
      1836.43      1484.79      4697.71
      969.047      1033.43      4695.41
      1646.13      1265.42      4694.29
      1748.95      1917.73      4693.83
      547.192      817.055      4684.35
      2179.38      1907.38      4683.00
      2017.04      2251.01      4682.51
      431.366      696.238      4677.99
      1494.21      1506.52      4677.02
      1796.20      2246.53      4676.32
      805.810      1153.87      4675.28
      504.427      2540.60      4669.88
      2122.92      703.731      4669.62
      978.381      899.074      4669.54
      839.370      1514.83      4667.45
      909.476      1271.10      4666.57
      2162.91      1977.30      4665.21
      942.721      1745.42      4664.83
      1125.96      2201.45      4661.90
      1169.52      754.298      4658.83
      2383.55      1029.28      4658.61
      1533.97      686.787      4657.84
      1238.08      1625.03      4657.59
      1087.14      144.992      4651.28
      1571.88      220.746      4647.39
      1475.26      772.872      4641.48
      1431.90      2320.86      4639.34
      480.278      1187.07      4638.88
      748.058      527.878      4638.21
      1163.53      1950.27      4636.21
      577.150      1302.60      4632.44
      711.140      1168.76      4630.94
      1699.33      1886.73      4630.06
      1595.14      1223.11      4629.62
      1129.93      1831.55      4626.91
      838.098      2154.74      4618.01
      812.653      2160.58      4617.26
      467.513      969.870      4616.44
      497.011      1488.17      4610.99
      1837.89      1386.03      4610.63
      1712.83      1394.16      4609.49
