  x  y  f
      786.926      1212.86      20349.9
      1783.14      1873.72      20344.7
      639.298      1054.35      20341.5
      2014.62      1182.13      20312.4
      951.875      1957.64      20312.2
      546.883      1458.65      20296.6
      485.822      1447.30      20273.0
      1748.92      161.515      20256.8
      1357.63      458.961      20219.9
      1984.78      1817.86      20215.8
      1064.39      1397.42      20199.5
      447.329      1696.85      20106.9
      857.445      1681.39      20080.6
      931.030      1269.18      20062.7
      2113.47      1829.74      19847.9
      446.361      1391.25      19839.9
      573.287      2334.77      19824.0
      1032.04      2182.72      19793.0
      2084.35      1729.39      19786.9
      908.384      1787.94      19773.5
      983.489      1890.42      19767.9
      1420.85      937.408      19759.5
      1189.38      2384.68      19722.3
      752.766      2178.29      19705.7
      1911.04      2316.46      19696.6
      2190.47      1029.45      19691.6
      928.923      1285.49      19649.0
      2244.07      2542.33      19638.5
      712.087      1757.41      19637.8
      211.201      2469.72      19624.6
      1284.35      1404.32      19623.6
      691.158      1626.38      19550.9
      2278.16      859.169      19533.4
      2057.74      520.918      19510.9
      861.641      1892.04      19495.5
      2410.47      1817.53      19492.6
      1418.12      1787.04      19487.3
      999.015      584.557      19473.9
      1529.60      2092.61      19464.9
      526.376      874.386      19445.2
      249.953      1221.79      19433.5
      2188.03      1867.77      19422.5
      1798.08      1714.20      19414.0
      2001.72      1061.24      19413.9
      1430.91      955.872      19339.1
      1744.34      1203.14      19325.4
      2217.74      1740.58      19290.1
      1988.18      2282.92      19289.4
      2404.36      2473.12      19247.6
      2262.29      616.836      19230.5
      839.342      760.439      19220.9
      844.173      604.202      19213.6
      2093.02      1689.10      19156.0
      1147.11      1554.76      19085.8
      1809.66      2062.28      19083.1
      2471.53      1060.01      18986.3
      1181.52      435.670      18949.6
      378.900      2011.41      18930.7
      1446.20      311.911      18910.5
      2036.71      1433.68      18870.5
      763.086      2161.30      18833.7
      1688.73      1959.90      18825.8
      2263.30      1516.01      18816.6
      2391.46      1503.44      18784.2
      474.526      759.096      18772.3
      1654.68      1675.32      18745.9
      2527.60      2514.44      18743.0
      1177.47      2204.23      18714.4
      2056.14      1179.50      18673.0
      1498.02      1547.73      18660.2
      2186.86      1377.32      18646.8
      1464.43      2144.72      18527.3
      803.368      1006.72      18517.7
      1117.37      2267.47      18511.8
      2221.69      814.632      18507.8
      2034.98      2016.00      18505.1
      1223.26      609.367      18482.7
      861.558      1430.69      18460.4
      1248.14      781.464      18439.9
      550.309      806.133      18439.1
      2387.93      1333.16      18436.3
      2468.08      2562.40      18431.1
      543.760      1924.23      18423.3
      1762.46      107.438      18423.2
      2185.90      1727.35      18368.9
      2023.79      1978.95      18358.2
      729.153      819.695      18339.4
      1816.57      628.283      18314.7
      835.728      1346.24      18307.2
      1576.58      1758.03      18305.1
      1392.50      1312.44      18295.6
      1133.59      1734.32      18288.9
      1277.99      1214.33      18281.1
      1864.62      902.886      18261.2
      961.527      1681.93      18251.6
      1761.80      1949.41      18237.9
      1679.38      1540.80      18232.7
      415.292      1386.11      18209.5
      2357.65      1849.51      18204.3
      1321.80      1197.59      18174.7
      1284.70      1317.15      18141.6
      1633.67      1326.20      18132.8
      1753.93      1590.33      18126.3
      2129.62      1922.29      18109.3
      2486.10      2220.62      18094.2
      2000.35      1707.55      18081.0
      2282.01      1959.77      18033.8
      730.391      1924.05      18030.2
      1805.28      1497.76      18003.3
      2176.03      2092.31      17992.7
      1603.32      2289.65      17951.5
      1850.07      1528.51      17948.2
      583.450      2035.37      17924.9
      2209.18      801.036      17901.9
      503.924      1061.06      17867.9
      1609.81      2099.28      17836.7
      650.807      1691.54      17815.7
      2543.30      374.742      17793.1
      549.506      1772.47      17736.2
      1000.63      2085.14      17705.1
      1759.67      2270.41      17677.7
      1471.21      1721.99      17673.2
      1706.64      1636.39      17669.3
      1288.28      887.460      17649.8
      1845.78      1802.95      17620.9
      881.771      1994.06      17617.4
      1778.23      1329.70      17606.3
      1945.97      1274.15      17595.8
      1616.10      2332.49      17589.5
      1111.32      680.071      17571.3
      351.156      733.030      17562.7
      820.733      1944.83      17557.1
      2111.67      1912.10      17531.4
      2201.42      2349.71      17515.8
      1961.45      1943.60      17510.9
      2054.07      955.449      17442.2
      1636.59      828.366      17436.8
      2059.21      1146.35      17423.3
      2397.44      284.093      17422.7
      1814.17      1562.43      17415.2
      976.000      1224.41      17413.7
      847.385      2108.64      17398.4
      983.522      933.720      17368.7
      2176.29      593.298      17367.4
      1673.52      2016.20      17357.3
      1445.25      1202.14      17324.6
      2137.61      2271.08      17289.5
      2109.77      1640.18      17271.5
      2422.78      2038.09      17237.0
      2194.17      2319.79      17214.2
      2254.13      1600.46      17172.8
      2120.57      1863.22      17171.9
      2362.09      1927.97      17171.7
      1334.19      812.161      17157.8
      813.027      962.791      17152.0
      1226.19      1028.50      17140.0
      1077.93      2187.99      17135.5
      1346.69      1233.79      17126.1
      2443.10      1086.66      17125.0
      1367.53      1521.88      17113.5
      1622.12      1902.16      17097.4
      640.329      503.377      17062.5
      2268.68      963.212      17061.8
      545.286      2221.41      17055.2
      863.107      757.688      17042.4
      2083.41      1010.99      17039.9
      1780.01      1006.78      17039.8
      338.414      1476.97      17026.1
      2320.62      1435.49      17008.4
      2354.07      2256.78      17004.1
      2261.32      755.258      16962.4
      1444.44      2168.38      16959.3
      1316.25      1048.47      16955.1
      1018.66      1197.07      16942.8
      1585.35      728.112      16938.7
      435.607      2326.23      16938.0
      1909.07      1534.20      16937.0
      2305.10      1074.04      16921.6
      1751.90      1741.02      16905.6
      2421.86      1861.88      16905.0
      1306.25      1341.90      16894.3
      512.208      1229.22      16878.8
      1324.71      861.033      16875.3
      1529.46      2013.36      16867.8
      1476.19      2009.07      16865.8
      1084.91      1370.31      16830.5
      1975.33      695.695      16817.5
      2331.41      1635.71      16809.4
      487.077      1879.28      16780.7
      1637.25      1956.43      16772.9
      2395.22      1264.47      16770.0
      2142.00      912.779      16765.0
      2196.00      1628.15      16761.2
      1527.43      2189.34      16751.4
      1269.89      2431.66      16738.7
      2290.06      1056.94      16733.7
      2191.14      1399.45      16705.5
      669.893      1939.37      16685.8
      684.545      1608.59      16684.8
      1629.71      1524.99      16675.5
      631.445      1781.15      16673.6
      1846.52      1994.52      16655.5
      1457.13      1606.44      16633.2
      559.550      829.506      16632.4
      640.227      2004.23      16626.9
      460.045      723.328      16621.9
      262.223      1121.34      16607.8
      64.3735      444.868      16602.5
      1403.85      2088.18      16546.6
      1444.11      2188.50      16506.5
      556.876      1450.05      16492.4
      1265.49      1323.42      16492.3
      1527.48      1843.94      16488.5
      2217.61      1222.71      16486.0
      1769.01      1234.67      16479.9
      789.743      495.505      16457.3
      2241.21      2115.50      16453.8
      2313.79      707.494      16402.3
      1007.97      1533.16      16399.5
      893.552      1299.22      16392.1
      1905.47      2376.85      16389.2
      483.842      289.940      16387.1
      1277.38      863.520      16373.4
      542.340      722.270      16330.0
      1689.06      1017.11      16311.7
      2133.91      1841.46      16291.8
      591.601      2527.29      16242.2
      2365.48      2105.36      16202.8
      1728.23      1443.87      16192.5
      1189.15      1612.45      16188.4
      1967.19      2419.09      16150.4
      1575.80      644.919      16140.5
      1653.74      2476.76      16135.2
      1658.39      1209.05      16114.6
      802.389      954.126      16113.7
      2208.94      1696.83      16100.9
      386.512      1856.99      16089.5
      2104.61      1068.93      16082.6
      896.087      2324.06      16080.7
      911.473      1055.14      16067.0
      1384.20      1639.11      16061.8
      1488.25      1432.31      16049.5
      527.160      2354.56      16047.2
      1354.91      1291.27      16022.2
      970.254      925.475      16011.2
      438.702      874.372      15995.7
      2162.54      1722.46      15984.3
      919.206      2192.37      15964.0
      908.430      1675.48      15962.7
      66.5530      307.073      15954.0
      2208.74      1065.53      15953.3
      2261.07      1328.84      15931.0
      2205.76      1824.08      15928.9
      1598.13      1574.60      15925.9
      2404.08      2448.63      15924.0
      432.491      953.349      15890.2
      851.899      2072.42      15880.4
      1091.20      1115.19      15877.1
      1443.28      1096.15      15838.6
      1523.09      2152.94      15836.2
      1606.31      1285.27      15835.1
      1734.86      1503.28      15813.7
      849.681      2286.53      15796.9
      710.992      1812.26      15788.5
      252.579      1429.48      15779.1
      1029.91      974.384      15752.6
      817.278      926.402      15751.5
      1877.58      1875.08      15734.2
      1001.77      2488.18      15730.5
      2376.91      2073.77      15682.5
      2107.87      1755.14      15678.4
      1545.26      1595.47      15676.1
      2249.22      1991.97      15660.1
      1497.29      2416.34      15659.7
      1552.52      1944.09      15548.4
      594.525      2084.30      15544.4
      1204.72      1674.08      15544.3
      2095.74      1831.37      15490.1
      977.299      1645.88      15489.9
      2148.48      1621.33      15486.1
      2304.54      353.416      15474.9
      579.914      2087.10      15446.2
      1637.24      1777.02      15444.5
      2259.82      1835.29      15436.4
      818.783      1502.19      15420.6
      2129.85      1163.05      15408.3
      704.701      1949.78      15408.1
      1643.25      757.068      15407.7
      1028.50      239.308      15388.9
      2415.66      1146.18      15382.5
      2011.36      2343.31      15379.7
      1892.38      1541.54      15376.5
      914.716      1447.64      15366.2
      1937.55      2537.40      15324.6
      1564.26      1859.23      15314.8
      1625.01      2179.18      15313.1
      1011.71      1883.01      15305.5
      448.493      1250.42      15288.3
      2346.09      1187.28      15247.4
      2211.30      1888.73      15222.1
      1330.68      2471.66      15220.3
      1047.74      2348.84      15213.5
      1810.54      1548.67      15209.2
      985.820      192.742      15208.6
      1825.11      1419.12      15195.3
      558.174      1317.61      15184.8
      1176.31      1976.50      15179.7
      2383.65      1615.29      15162.8
      2327.69      2457.13      15158.0
      1033.57      1290.31      15147.9
      2191.60      1204.22      15140.0
      1423.40      1334.09      15122.8
      1200.27      635.368      15102.9
      1567.20      1691.34      15092.3
      1755.88      2043.84      15087.3
      2367.06      1936.88      15077.2
      1305.73      2361.12      15069.2
      501.468      1540.73      15067.0
      1788.47      1558.29      15064.7
      2223.08      287.595      15061.0
      563.640      905.285      15045.5
      2175.93      1886.30      15020.1
      833.208      2031.37      15012.7
      1608.60      2440.06      14995.4
      1349.49      1911.94      14982.9
      559.476      1198.25      14980.2
      1229.10      1180.23      14969.5
      1130.96      1530.10      14968.0
      1372.30      973.292      14945.1
      1543.10      1642.31      14942.2
      666.596      472.391      14935.1
      298.386      933.389      14928.0
      1372.91      1179.86      14920.9
      2425.21      1617.88      14902.2
      1508.36      1236.25      14892.5
      1777.95      1502.38      14890.9
      2322.22      1557.05      14875.1
      2520.99      1397.71      14871.7
      2548.93      225.725      14871.5
      469.032      1031.46      14859.2
      797.319      329.550      14832.7
      1255.94      1970.52      14831.2
      1440.90      1338.63      14808.6
      1652.87      241.467      14793.3
      2154.50      1901.74      14792.5
      2486.02      341.373      14772.7
      1340.05      1112.17      14761.8
      1725.25      1050.77      14756.1
      821.908      2103.27      14750.6
      475.009      1011.08      14749.2
      1329.26      2557.39      14742.5
      1384.01      989.800      14735.5
      1666.62      2126.16      14697.0
      1077.74      1141.16      14672.7
      1093.41      1134.06      14671.7
      1341.69      1717.13      14667.2
      575.665      482.495      14629.9
      393.719      853.177      14628.9
      708.713      1034.11      14618.3
      694.771      1297.99      14612.9
      967.490      1174.99      14604.4
      1282.04      1890.27      14599.1
      620.138      1647.06      14599.0
      806.240      1339.32      14590.9
      1507.76      1144.67      14588.7
      2488.97      705.177      14577.5
      1008.43      1059.85      14568.9
      1629.07      2099.46      14558.2
      1566.02      1593.38      14555.5
      714.361      1793.76      14551.3
      64.2648      1972.35      14546.6
      581.573      626.881      14530.5
      504.420      1036.00      14527.8
      458.261      631.583      14499.0
      1339.14      938.002      14485.3
      1069.71      1447.49      14465.1
      1751.27      1788.27      14455.7
      2310.60      820.027      14437.2
      1335.61      754.447      14434.6
      925.181      716.853      14413.9
      2431.34      1953.46      14390.3
      1818.45      1706.91      14387.9
      1412.01      1719.63      14362.6
      2497.92      277.679      14352.4
      666.819      1399.48      14351.0
      455.855      1268.87      14342.8
      1093.33      1237.16      14340.6
      2445.27      2088.06      14335.1
      1291.87      738.079      14329.3
      845.495      438.443      14328.6
      2128.80      2301.78      14324.5
      1572.61      1774.61      14322.1
      683.427      1671.04      14309.5
      2083.90      1779.47      14296.7
      1983.55      1952.40      14292.4
      932.655      1953.88      14287.4
      1883.93      935.122      14282.4
      2102.40      1520.46      14282.1
      1329.23      2209.28      14250.1
      2489.39      163.305      14249.0
      952.385      1523.47      14248.0
      1189.35      1197.35      14244.7
      627.154      2541.33      14222.1
      2317.46      1761.87      14212.6
      1931.62      910.602      14201.1
      1368.15      914.219      14178.1
      674.332      1292.11      14172.6
      1753.43      1165.76      14162.7
      600.839      2283.91      14154.9
      2113.68      620.368      14144.6
      1621.25      1245.06      14115.8
      2024.62      1645.43      14100.8
      1839.70      1586.23      14099.8
      1645.75      1853.48      14096.1
      1667.61      824.433      14058.0
      890.715      1454.39      14055.6
      1836.88      773.450      14055.5
      2391.69      1177.13      14044.2
      882.258      1498.52      14037.3
      1963.09      1818.46      14033.6
      1539.19      2420.46      14019.5
      1587.77      2342.13      14016.1
      2427.26      1926.03      14008.5
      680.384      1736.50      14007.1
      697.712      669.476      13992.2
      2051.08      762.094      13991.7
      1006.39      211.921      13987.3
      2285.25      1105.08      13982.0
      707.016      2508.99      13974.6
      1266.12      1867.32      13918.0
      781.672      801.099      13909.0
      1568.10      1331.32      13908.2
      891.569      1342.09      13891.1
      1510.13      839.993      13890.9
      931.501      1592.45      13890.5
      1390.76      2038.50      13879.4
      1999.09      771.606      13866.4
      1300.95      686.694      13857.7
      1628.19      927.968      13852.5
      901.812      1561.21      13846.6
      1276.79      727.683      13833.7
      668.464      1904.14      13821.2
      2263.38      994.734      13820.8
      1602.27      646.233      13817.8
      2452.40      1663.21      13813.5
      604.464      1160.08      13813.4
      1936.77      1691.14      13813.3
      1159.31      1661.78      13799.0
      2277.26      778.302      13783.2
      282.040      1259.82      13781.4
      1772.53      1553.26      13753.2
      840.928      1525.15      13752.6
      1291.36      1603.23      13738.7
      1703.59      1792.46      13725.2
      2012.27      740.313      13723.7
      1323.54      1816.54      13716.6
      1114.14      1025.46      13696.0
      771.469      2183.19      13650.3
      681.698      1290.79      13650.2
      1478.33      2075.96      13635.4
      2418.29      2478.29      13617.9
      2379.73      770.615      13611.3
      197.509      2583.22      13605.9
      1072.76      2268.01      13600.8
      2437.31      1600.16      13592.3
      2240.87      1803.02      13582.6
      1426.62      1446.13      13579.6
      1196.98      1448.95      13557.1
      1511.67      1996.46      13544.7
      1916.55      665.707      13500.7
      1567.12      1678.36      13490.6
      968.887      1613.76      13473.1
      988.674      809.148      13470.7
      2290.24      1949.03      13429.1
      936.140      1839.46      13419.8
      416.995      546.341      13404.6
      845.743      1142.89      13361.9
      1913.12      1677.15      13348.5
      1928.06      1816.11      13344.3
      1443.18      2200.22      13337.0
      998.866      2138.27      13292.5
      1987.79      2015.96      13287.6
      2272.65      633.460      13285.3
      2132.60      1280.83      13265.5
      1530.74      2086.05      13262.1
      2095.03      937.356      13259.6
      1395.46      753.278      13218.1
      2141.92      1667.72      13216.2
      1800.48      1436.36      13211.0
      781.504      788.173      13207.4
      1717.80      1246.39      13189.0
      2236.46      280.439      13180.9
      942.819      2538.58      13156.0
      1394.40      1659.45      13153.6
      1099.90      1323.43      13139.5
      2171.58      738.483      13138.8
      1600.71      1274.08      13129.9
      1711.99      1598.49      13119.4
      1596.53      2248.21      13099.8
      1968.00      2511.18      13094.3
      1793.61      752.566      13085.0
      1804.25      742.295      13080.1
      2326.01      1088.71      13076.4
      1520.84      2130.26      13066.6
      1072.90      2398.99      13052.8
      1974.65      856.160      13046.4
      1834.51      1864.08      13031.7
      1228.75      925.977      13031.6
      2170.54      415.309      13013.8
      417.975      2331.76      13009.5
      2109.19      2171.28      13004.5
      1972.87      1926.64      13001.8
      1467.73      655.241      12995.0
      1560.75      764.827      12954.7
      2319.38      1344.50      12938.3
      462.821      2126.63      12923.3
      456.740      1569.49      12915.7
      1148.17      1360.02      12907.6
      1181.50      153.314      12899.3
      2370.07      1956.54      12895.8
      2384.23      1321.69      12888.5
      1507.21      918.893      12878.9
      659.159      1773.24      12857.0
      601.597      1214.06      12855.5
      2158.88      1516.63      12849.7
      2195.98      1309.77      12848.6
      2174.09      436.308      12846.9
      378.387      2344.47      12845.9
      1115.69      1733.39      12832.8
      661.919      1156.86      12828.3
      1856.08      1107.89      12819.2
      680.409      2451.25      12818.5
      1959.85      776.441      12809.3
      1792.58      1275.44      12805.5
      1865.32      1330.36      12790.2
      1939.38      2602.08      12781.1
      859.109      909.242      12771.7
      1626.64      600.163      12758.8
      860.343      515.854      12757.4
      2136.53      2052.62      12752.1
      1864.36      2381.39      12750.1
      1605.86      1359.45      12740.5
      2194.65      2160.53      12725.1
      921.022      313.666      12724.3
      2311.43      2159.08      12714.1
      849.709      591.119      12701.9
      599.729      1134.36      12701.8
      2376.44      2272.93      12683.3
      1808.62      723.243      12659.3
      826.601      2235.28      12653.6
      1769.01      1891.17      12621.3
      650.659      906.725      12587.8
      705.227      871.451      12578.3
      839.206      1007.36      12564.6
      798.615      1885.35      12550.2
      1229.65      1330.32      12541.1
      577.454      2160.23      12534.4
      1621.09      1304.44      12525.7
      1654.94      1904.37      12503.6
      1346.87      2121.50      12502.2
      2400.37      1861.73      12497.0
      1295.44      588.910      12493.1
      1122.23      1349.44      12484.5
      1678.85      2051.38      12472.0
      2255.86      2509.29      12471.8
      1820.39      2214.23      12461.7
      2388.56      1836.96      12452.2
      1955.68      1353.20      12429.0
      1618.91      1948.01      12421.0
      1943.73      1668.70      12411.9
      807.401      1859.01      12408.6
      701.555      1569.45      12405.8
      1290.58      1776.44      12376.0
      1184.60      1266.06      12374.0
      740.167      1210.75      12364.2
      2204.55      2261.31      12335.3
      2335.86      2044.44      12298.1
      554.066      968.726      12295.3
      2152.01      1127.97      12264.4
      581.181      618.863      12258.3
      1454.68      2473.75      12252.5
      2228.93      1268.80      12235.7
      1281.22      1331.20      12232.2
      1842.90      2018.04      12229.8
      1114.54      1879.19      12214.5
      1526.83      690.200      12212.6
      1939.93      1776.87      12200.7
      411.176      1109.95      12187.9
      2467.03      1954.82      12176.6
      1137.70      968.480      12167.8
      1079.64      1530.09      12153.7
      634.592      870.146      12138.2
      1221.32      1502.72      12109.3
      2312.53      1915.45      12106.9
      1717.60      1665.40      12091.2
      844.940      869.665      12080.9
      1021.57      156.826      12075.3
      958.659      1375.80      12069.0
      803.502      1830.39      12067.6
      2258.80      1527.04      12052.3
      694.777      1120.55      12046.0
      1195.33      1687.69      12045.5
      2033.00      593.488      12033.6
      1520.33      2012.49      12019.8
      1286.88      2160.05      12012.9
      1868.72      1454.40      12005.7
      294.546      1018.13      12004.8
      1155.23      2202.44      12004.5
      1717.01      1640.35      11998.8
      2091.68      1374.31      11990.9
      2215.12      1434.47      11974.3
      665.604      1909.58      11972.8
      784.698      2084.83      11966.8
      1962.22      1894.83      11963.5
      904.353      1444.75      11952.1
      991.718      882.165      11934.7
      715.774      433.356      11926.5
      445.895      1260.76      11919.3
      1669.53      1264.78      11895.0
      430.322      2344.72      11882.3
      2381.31      1336.49      11875.5
      290.695      1062.09      11871.6
      1801.32      1303.44      11870.0
      1342.45      2368.09      11868.6
      2426.50      245.531      11863.2
      1290.29      1720.49      11860.7
      1408.45      695.129      11858.2
      1996.70      1498.95      11855.7
      2110.25      2512.80      11842.9
      1800.14      1505.45      11840.6
      1359.30      1622.42      11820.0
      944.482      1603.23      11807.3
      770.724      2267.74      11792.6
      1745.53      983.718      11775.4
      601.152      727.372      11762.0
      887.851      604.701      11759.7
      1183.25      1542.32      11752.5
      2192.76      1673.36      11752.3
      2343.11      1912.99      11739.6
      2493.30      490.238      11733.6
      1267.75      2168.95      11732.5
      835.044      1489.06      11728.7
      1169.27      2130.92      11709.0
      1778.54      1587.99      11703.5
      1706.69      1339.76      11692.9
      1661.84      1436.29      11688.2
      1663.57      1305.43      11672.0
      2074.08      1220.19      11660.9
      1046.46      768.779      11656.2
      1789.23      727.949      11651.1
      445.332      1425.20      11636.1
      1482.14      1359.22      11629.0
      1144.37      569.200      11627.0
      2316.81      2248.86      11623.6
      2206.21      1350.14      11620.3
      668.948      2025.22      11610.7
      869.206      2137.70      11604.8
      1872.56      1754.42      11599.4
      1329.47      641.928      11590.8
      1812.32      1762.40      11567.3
      395.689      1862.38      11545.5
      103.782      2397.27      11530.2
      2082.44      1094.62      11521.8
      892.253      2129.75      11513.4
      1232.73      621.452      11502.0
      1856.43      1569.40      11466.8
      661.449      1385.48      11449.0
      902.536      1304.02      11444.5
      2115.27      818.754      11441.3
      2349.74      1198.40      11429.9
      2189.55      576.568      11419.4
      1809.97      2050.10      11383.4
      411.473      717.886      11381.8
      2190.92      1930.40      11368.3
      1953.06      1299.79      11353.9
      594.320      1530.26      11351.3
      1689.72      1199.24      11326.3
      1392.01      712.809      11326.0
      955.507      700.214      11319.0
      600.608      684.296      11315.1
      718.223      1022.48      11312.2
      2327.46      1156.24      11296.9
      1873.93      1019.02      11294.9
      2163.13      1956.96      11287.6
      1229.44      2320.12      11283.3
      2007.15      1496.99      11280.3
      1946.02      1350.43      11273.0
      1364.03      1436.85      11260.8
      1342.05      2207.03      11248.5
      668.854      1855.25      11248.2
      2414.88      2208.76      11241.0
      145.210      2591.19      11230.5
      600.124      1865.20      11228.8
      1118.43      1394.83      11204.8
      1449.42      1791.12      11203.9
      1184.10      2103.58      11200.5
      1992.55      648.799      11176.2
      2020.26      1349.22      11174.2
      826.591      1012.31      11171.8
      408.509      2334.90      11169.8
      517.196      1320.19      11158.7
      1098.43      995.459      11150.8
      2314.08      1098.30      11148.9
      1556.30      1387.37      11130.5
      2085.97      867.203      11127.0
      1614.91      1900.76      11124.2
      1900.21      2248.79      11119.9
      728.254      711.109      11119.0
      2421.90      1244.89      11118.0
      2110.43      1500.38      11109.9
      370.960      1322.45      11108.7
      1700.95      2173.86      11105.7
      885.630      2035.25      11087.4
      1129.43      2297.58      11077.8
      892.074      1890.86      11072.5
      480.839      587.544      11065.9
      429.558      1985.96      11062.0
      585.526      1932.81      11053.5
      309.471      581.239      11049.6
      2252.13      1641.54      11043.1
      1312.69      2181.89      11030.9
      1609.75      525.613      11030.6
      1143.72      1561.67      11027.7
      1229.89      1282.45      11015.2
      892.116      1683.30      11015.1
      2357.62      1554.92      11012.4
      1819.47      901.449      11008.2
      1710.89      1650.18      11004.2
      689.023      1771.60      11003.2
      1283.55      818.361      11000.1
      2405.98      2018.28      10985.1
      1231.53      1615.10      10978.4
      1839.31      1345.70      10966.6
      1221.16      2477.59      10959.0
      388.711      735.372      10947.4
      1048.37      727.482      10943.2
      1211.17      1962.23      10932.2
      1298.67      2445.72      10931.4
      2409.54      1972.68      10915.1
      2286.71      2118.44      10903.5
      1441.94      1450.56      10900.1
      2018.62      555.650      10895.6
      548.744      1566.45      10887.1
      1333.17      2354.94      10881.8
      821.823      1905.55      10881.2
      502.950      1229.31      10872.7
      1974.96      2140.02      10850.0
      2209.80      1034.23      10841.3
      2318.29      1902.53      10822.4
      1176.05      415.487      10803.0
      2193.09      1713.97      10786.2
      68.5126      929.388      10784.3
      2403.57      715.121      10782.6
      1054.91      1633.26      10781.1
      750.501      1422.38      10773.5
      581.452      1679.83      10754.1
      2032.91      1371.82      10748.5
      2360.44      1543.27      10744.5
      961.297      1602.05      10733.4
      1444.29      2490.13      10732.9
      2415.89      1771.88      10722.5
      852.494      1448.59      10713.2
      1308.83      1419.49      10708.2
      404.842      1448.47      10702.7
      658.727      946.411      10697.0
      997.946      2393.35      10666.7
      1370.15      1310.37      10660.6
      1063.32      1147.41      10650.1
      1455.55      160.938      10645.0
      681.475      924.152      10634.9
      232.799      801.943      10634.5
      855.653      1607.13      10592.0
      2015.77      2182.60      10583.4
      1479.61      1698.55      10582.3
      1812.32      1628.48      10581.2
      1638.62      1433.91      10579.2
      1273.83      1933.97      10566.6
      1543.92      1800.00      10563.6
      1694.76      1976.02      10558.1
      890.274      173.516      10556.7
      1319.23      581.392      10551.1
      1178.97      783.758      10550.0
      1601.43      527.371      10535.5
      2226.76      2226.66      10534.3
      1633.50      2360.30      10524.3
      1002.79      2352.16      10509.9
      1434.17      2039.30      10492.8
      887.514      1444.39      10487.5
      734.472      2069.56      10487.0
      1600.86      2233.31      10479.4
      1799.85      1826.58      10477.8
      301.814      1881.51      10475.8
      1486.80      640.363      10474.7
      1216.67      1632.45      10447.5
      852.186      1637.57      10443.9
      922.932      1798.25      10443.8
      2219.28      1674.43      10443.3
      692.223      927.412      10419.2
      2178.21      1603.26      10395.7
      738.398      924.857      10394.3
      2130.33      1326.31      10381.9
      900.767      2343.58      10381.3
      2148.59      467.240      10379.6
      1299.91      2263.21      10363.7
      1248.44      2171.43      10355.4
      2171.48      892.514      10351.3
      2337.89      1377.25      10350.4
      1482.19      1960.02      10349.2
      1641.67      2562.54      10342.3
      613.568      1818.44      10336.7
      848.672      1317.29      10317.7
      1859.62      1712.88      10315.0
      808.774      945.231      10306.8
      509.108      1301.99      10302.1
      1212.85      1867.33      10281.0
      637.210      636.793      10274.7
      577.974      994.462      10273.5
      1749.30      1969.93      10268.6
      275.778      1406.28      10263.0
      1665.53      1576.74      10258.1
      1658.73      773.553      10256.6
      852.924      1769.46      10256.4
      1848.64      1288.13      10255.1
      2342.16      1943.15      10243.5
      2188.25      1559.71      10233.3
      1563.85      660.608      10227.1
      1207.76      1910.84      10226.2
      2256.31      2177.65      10222.0
      1852.17      553.226      10220.5
      1094.42      2003.64      10214.6
      2167.10      2057.50      10213.8
      978.622      1680.80      10209.3
      1388.56      1240.05      10208.9
      1197.95      2279.32      10208.7
      1036.40      1180.48      10206.6
      2301.24      2243.19      10204.9
      813.341      1122.44      10201.5
      676.263      950.457      10200.2
      2323.00      1699.57      10197.9
      1825.08      1730.38      10177.4
      1263.84      672.191      10175.7
      893.088      1328.79      10170.5
      1419.01      1919.60      10169.7
      1048.46      2304.09      10168.6
      623.625      1811.53      10154.8
      1263.73      1915.17      10136.8
      1063.24      2173.52      10136.7
      968.674      2265.22      10128.9
      1661.98      110.930      10128.1
      551.339      2147.48      10120.5
      785.479      2132.57      10119.1
      1322.75      2159.27      10114.8
      2540.64      215.836      10114.0
      944.445      1807.62      10103.0
      2127.54      854.055      10100.3
      1650.63      1502.51      10097.2
      2047.59      2289.68      10089.1
      2010.68      1043.02      10087.6
      1249.56      2081.45      10082.7
      1834.04      856.495      10076.1
      2053.62      2360.19      10076.0
      1923.08      2175.54      10070.6
      756.723      1489.32      10066.3
      1536.21      873.482      10056.2
      1562.61      2516.78      10054.9
      2339.15      1802.29      10054.5
      1285.47      2216.52      10053.1
      2082.69      1949.16      10039.8
      673.678      1459.50      10035.3
      1084.77      1581.33      10035.1
      2186.36      2138.22      10015.5
      1348.39      912.402      10008.7
      1424.37      1499.54      10008.6
      1816.31      643.604      9991.67
      1142.50      1941.68      9987.39
      692.607      1917.09      9986.25
      1642.87      1760.37      9983.00
      1588.84      621.056      9981.61
      538.008      2350.62      9976.58
      1095.27      1543.30      9974.10
      1324.05      1509.70      9973.46
      1232.40      2276.29      9970.68
      1667.05      2555.46      9961.58
      1039.38      1406.90      9948.00
      884.894      925.432      9945.91
      2128.72      1107.25      9942.99
      2032.67      2529.54      9926.04
      1402.99      700.235      9925.77
      1738.43      1193.61      9920.31
      2335.97      1318.50      9915.01
      898.387      2032.36      9905.51
      1468.02      746.193      9902.29
      1108.12      1636.39      9900.33
      987.044      2048.48      9888.32
      279.946      549.814      9878.45
      619.274      857.230      9871.91
      1936.43      968.373      9870.28
      2336.41      2145.86      9852.48
      559.121      1333.25      9841.82
      866.585      995.294      9836.01
      522.438      1567.86      9826.96
      1472.14      296.781      9819.20
      1465.53      2270.23      9807.56
      559.473      1501.06      9800.24
      688.066      323.833      9796.40
