            x            y            a            d            m            sx            sy             sm            c
  1368.736206  1296.923828   266.416165   -28.785699    14.384407     0.007342     0.006689     0.004469     0.993865
   475.280579   285.543915   266.559712   -28.763005    14.385178     0.007412     0.006925     0.004520     0.982543
   907.145996   606.750916   266.505840   -28.782233    14.389396     0.007331     0.006820     0.004499     0.990042
   975.764587    22.605930   266.556041   -28.816489    14.390388     0.007501     0.006934     0.004574     0.984009
   730.273132  1043.102783   266.475394   -28.746453    14.391276     0.007399     0.006746     0.004504     0.989747
   486.063049  1315.623779   266.463877   -28.713267    14.391830     0.007326     0.006911     0.004519     0.977378
  1505.119019   231.764725   266.507048   -28.849123    14.391996     0.007332     0.006824     0.004505     0.985923
   689.638245    58.427704   266.568733   -28.791534    14.392970     0.007509     0.006976     0.004560     0.979734
   571.922363  1514.989380   266.440650   -28.710419    14.395248     0.007282     0.006765     0.005505     0.898340
   763.191711    49.023132   266.565489   -28.797959    14.400812     0.007405     0.006766     0.004529     0.988682
   853.187317  1359.878174   266.439232   -28.740836    14.401800     0.007419     0.006812     0.004539     0.978438
  1508.341553   336.566406   266.497169   -28.844234    14.402211     0.007563     0.007036     0.004597     0.979593
   835.559448  1138.075195   266.460720   -28.750315    14.403476     0.007556     0.006823     0.004566     0.986159
   669.154480  1104.643555   266.473127   -28.738475    14.406899     0.006861     0.006481     0.005771     0.963343
  1349.574463   395.223877   266.500635   -28.828484    14.407923     0.007607     0.006948     0.004602     0.985723
   517.170593  1331.015015   266.460714   -28.715030    14.408222     0.007442     0.006809     0.004557     0.986035
  1042.555908   177.752899   266.537946   -28.814284    14.408239     0.007618     0.006969     0.004606     0.988407
   502.583862  1178.360596   266.475638   -28.721354    14.408382     0.007632     0.007051     0.004623     0.979236
   567.049255  1251.197754   266.465298   -28.722996    14.410411     0.007425     0.006906     0.004574     0.987496
  1490.443848  1245.417847   266.414104   -28.798092    14.413120     0.007678     0.007109     0.004655     0.985070
   871.719727   280.637695   266.537988   -28.795383    14.415700     0.007615     0.007085     0.004637     0.984059
  1173.695557   630.701843   266.488700   -28.802658    14.418543     0.007639     0.007063     0.004644     0.989768
  1222.021240   135.908844   266.531773   -28.830886    14.418995     0.007153     0.006714     0.005664     0.959920
   827.849426   963.556824   266.477285   -28.758270    14.421604     0.007581     0.007142     0.004657     0.982833
  1327.848389  1021.513611   266.443921   -28.795934    14.421938     0.009388     0.007396     0.005876     0.979764
  1058.777832   504.569763   266.506802   -28.799543    14.423948     0.007642     0.007163     0.004673     0.978032
   609.977966  1454.654541   266.444094   -28.716470    14.424219     0.007540     0.007104     0.004650     0.973485
   531.899902   590.678040   266.528325   -28.752609    14.425423     0.007568     0.007101     0.004656     0.983529
  1535.583252   113.869026   266.516254   -28.857385    14.426492     0.007719     0.006998     0.004666     0.977316
   494.564667  1009.665527   266.491678   -28.728996    14.428260     0.007773     0.007164     0.004703     0.985432
   367.786621   181.369308   266.575358   -28.759405    14.429071     0.007667     0.007169     0.004691     0.981771
   607.989685  1024.403931   266.483968   -28.737463    14.431528     0.007597     0.007183     0.004692     0.980920
   771.348450  1074.907227   266.470155   -28.748218    14.435874     0.007752     0.007032     0.004700     0.985065
   512.566772  1583.364502   266.437656   -28.702248    14.436046     0.007833     0.007235     0.004744     0.982880
   799.814148   878.168518   266.486749   -28.760196    14.436162     0.007664     0.007062     0.004690     0.985527
   737.351929  1218.315918   266.458802   -28.738412    14.441763     0.007836     0.007236     0.004758     0.985216
  1314.895996   349.222351   266.506833   -28.827934    14.446550     0.007703     0.007166     0.004736     0.984359
  1057.097900   777.187500   266.481682   -28.786009    14.448632     0.007705     0.007148     0.004740     0.986452
  1185.185303   279.371887   266.520559   -28.820853    14.450361     0.007789     0.007298     0.004783     0.976376
  1130.172852   444.667328   266.508346   -28.808273    14.453818     0.007811     0.007305     0.004789     0.982842
   999.488525  1413.769775   266.426056   -28.750037    14.454681     0.007959     0.007267     0.004812     0.992432
   383.219543  1376.559814   266.464003   -28.701938    14.456337     0.007876     0.007387     0.004817     0.982500
  1208.767822  1276.971680   266.426974   -28.773721    14.459430     0.007842     0.007147     0.004783     0.994403
  1309.354126  1495.656128   266.401123   -28.771110    14.460061     0.007973     0.007378     0.004840     0.980798
  1042.666382   656.621704   266.493640   -28.790765    14.460684     0.007970     0.007399     0.004841     0.982421
   622.428467  1519.654297   266.437391   -28.714282    14.461465     0.008011     0.007391     0.004854     0.977190
   593.657654  1502.743286   266.440564   -28.712783    14.465406     0.007987     0.007342     0.004847     0.982596
   359.283478   282.915497   266.566441   -28.753731    14.467706     0.007942     0.007229     0.004831     0.984762
   393.509644  1281.457031   266.472215   -28.707447    14.468694     0.008091     0.007496     0.004903     0.984100
  1435.171387  1507.460205   266.392978   -28.780720    14.469544     0.007940     0.007472     0.004876     0.987822
   568.932251  1517.507446   266.440584   -28.710053    14.469998     0.008214     0.007720     0.005078     0.986770
   831.971375   579.078491   266.512607   -28.777500    14.474185     0.007846     0.007238     0.004835     0.990221
  1109.825562  1233.442505   266.436542   -28.767846    14.475570     0.007983     0.007508     0.004901     0.988685
  1590.663574  1435.646240   266.390898   -28.796850    14.477140     0.008286     0.007542     0.005096     0.978892
   487.463654  1343.341553   266.461238   -28.712017    14.481775     0.008229     0.006828     0.005816     0.972618
  1510.739624   882.985474   266.446483   -28.817565    14.482338     0.008028     0.007301     0.004888     0.989586
   401.832031   366.048737   266.556373   -28.753098    14.484104     0.007981     0.007308     0.004887     0.987002
   719.642944  1264.392212   266.455535   -28.734712    14.486400     0.008178     0.007587     0.004965     0.979108
   482.481720   989.049194   266.494260   -28.729030    14.486744     0.005362     0.007892     0.005961     0.944931
   943.270325  1441.713623   266.426623   -28.744108    14.489514     0.008131     0.007527     0.004954     0.995026
  1088.991943   266.601990   266.527126   -28.813683    14.495086     0.008054     0.007613     0.004970     0.982361
  1076.448486    55.207268   266.547389   -28.823050    14.500104     0.008284     0.007551     0.005013     0.981925
  1232.496094   878.040527   266.462531   -28.795263    14.500582     0.008267     0.007450     0.004999     0.988876
   946.536682   595.623901   266.504664   -28.785972    14.502002     0.008331     0.007695     0.005041     0.978978
   608.774536  1358.096436   266.453083   -28.721121    14.504118     0.008174     0.007475     0.004988     0.985173
  1472.426025     7.392097   266.529647   -28.857497    14.504286     0.008253     0.008328     0.006168     0.864422
   915.585205   346.313049   266.529457   -28.795712    14.505102     0.008333     0.007673     0.005046     0.975041
  1048.207031  1536.456177   266.411988   -28.747948    14.505646     0.008232     0.007728     0.005045     0.984761
   640.273010  1558.932861   266.432762   -28.713795    14.509326     0.008276     0.007534     0.005017     0.988972
   811.506104   777.363098   266.495416   -28.766098    14.510402     0.008397     0.007747     0.005084     0.987493
  1375.581543   545.920898   266.485235   -28.823185    14.510957     0.008478     0.007674     0.006266     0.928851
  1445.097290   220.886780   266.511417   -28.844793    14.512025     0.007663     0.005779     0.006416     0.985713
   705.859009  1412.326782   266.442636   -28.726320    14.514490     0.007958     0.005374     0.006554     0.981042
   567.525269   942.329773   266.493819   -28.738218    14.515562     0.008430     0.007761     0.005102     0.981264
   337.201843   320.303619   266.564218   -28.750105    14.526136     0.008365     0.007790     0.005121     0.976656
   360.279694  1442.260132   266.459217   -28.696848    14.529146     0.008435     0.007786     0.005138     0.994215
   689.240479   596.814087   266.518954   -28.765060    14.531615     0.008411     0.007734     0.005131     0.989286
   888.197998   273.209534   266.537753   -28.797083    14.533507     0.008399     0.007761     0.005140     0.985887
  1469.348511  1316.369507   266.408727   -28.792893    14.533618     0.008533     0.007911     0.005185     0.984277
   748.403442   852.166931   266.492031   -28.757307    14.533697     0.008522     0.007752     0.005160     0.984121
  1078.252930  1339.600952   266.428498   -28.760067    14.534645     0.008482     0.007923     0.005178     0.976155
   377.788361  1142.387817   266.485946   -28.713009    14.534943     0.006616     0.007386     0.006661     0.954316
  1030.342041   477.390564   266.510908   -28.798574    14.535942     0.008552     0.007940     0.005199     0.976071
   983.129150  1538.927124   266.415406   -28.742555    14.539077     0.006060     0.007907     0.005945     0.980677
  1229.302734  1008.271851   266.450667   -28.788601    14.541253     0.008548     0.007887     0.005201     0.987101
   578.082642  1241.961060   266.465534   -28.724344    14.541720     0.008366     0.007694     0.005145     0.980729
   541.926697  1067.120850   266.483717   -28.730010    14.542111     0.008375     0.007737     0.005154     0.984274
   461.357117   529.121826   266.537963   -28.749915    14.547617     0.008605     0.007816     0.005214     0.977121
   363.755280   550.395020   266.541455   -28.740958    14.548224     0.008583     0.008019     0.005243     0.982613
   624.413818  1555.811401   266.433939   -28.712664    14.550427     0.008662     0.007891     0.005242     0.976918
  1485.569336   749.375977   266.460252   -28.822096    14.552167     0.008719     0.008059     0.005281     0.983134
  1211.175293  1320.677368   266.422799   -28.771766    14.553657     0.008563     0.008002     0.005249     0.986574
   745.452881  1471.913940   266.434912   -28.726597    14.559526     0.008727     0.007883     0.005277     0.986871
   919.117615   454.290070   266.519271   -28.790694    14.563501     0.008599     0.008040     0.005288     0.987931
  1011.933044  1170.205811   266.447872   -28.763025    14.565436     0.010459     0.009473     0.006424    -1.000000
  1152.330688  1099.627808   266.446532   -28.777872    14.566070     0.008781     0.008150     0.005337     0.980421
   804.641174   843.053345   266.489726   -28.762313    14.567382     0.008750     0.007918     0.005300     0.988688
   659.010986  1170.433105   266.467614   -28.734419    14.568723     0.008624     0.008163     0.005327     0.983575
   542.417603  1590.926758   266.435286   -28.704294    14.569508     0.008864     0.008104     0.005579     0.986589
  1214.305298   765.278320   266.473978   -28.799333    14.570169     0.008781     0.008105     0.005342     0.991848
  1026.602051    64.065239   266.549359   -28.818574    14.570534     0.008797     0.007950     0.005321     0.982803
   965.288391  1045.514404   266.462012   -28.765378    14.572698     0.008816     0.008236     0.005376     0.990186
  1527.429199  1136.470825   266.422105   -28.806449    14.577281     0.008931     0.008285     0.005420     0.979756
  1237.451294   477.430084   266.499308   -28.815357    14.577318     0.008934     0.008275     0.005418     0.980931
   663.691589  1196.567749   266.464937   -28.733513    14.577462     0.008866     0.008263     0.005394     0.986271
   643.506653   979.879944   266.486096   -28.742530    14.577743     0.008885     0.008038     0.005369     0.988250
   432.842926  1537.353271   266.446370   -28.698051    14.581669     0.008781     0.008231     0.005390     0.979162
  1158.805664   421.922729   266.508847   -28.811711    14.582432     0.008858     0.006537     0.006435     0.980151
  1400.443115   325.269592   266.504258   -28.836044    14.588305     0.008993     0.008245     0.005447     0.985830
  1438.555664   594.329041   266.477229   -28.825909    14.588864     0.009016     0.008305     0.005456     0.983652
   580.848633  1422.540039   266.448692   -28.715689    14.592102     0.007081     0.005753     0.007175     0.979945
   573.327393   917.690430   266.495772   -28.739899    14.601090     0.009056     0.008371     0.005502     0.985293
   552.664062   330.718292   266.551205   -28.767060    14.601392     0.009059     0.008349     0.005497     0.987585
  1435.368652   271.697357   266.507260   -28.841508    14.601707     0.009085     0.008374     0.005510     0.985408
   661.460571  1491.679932   266.437790   -28.718820    14.603830     0.009139     0.008410     0.005533     0.986416
   736.852112   954.527222   266.483214   -28.751340    14.604015     0.008957     0.008445     0.005511     0.976583
   777.278076   521.453064   266.520997   -28.775898    14.604276     0.009069     0.008473     0.005535     0.983283
  1007.875244   819.039124   266.480568   -28.779962    14.606803     0.008905     0.008174     0.005466     0.988599
  1435.932129   814.184814   266.457038   -28.814887    14.607709     0.008907     0.008270     0.005484     0.988262
   498.005890   214.834213   266.564981   -28.768319    14.611635     0.008921     0.008281     0.005497     0.989698
   457.600037   984.669800   266.496057   -28.727229    14.613971     0.007955     0.008608     0.006365     0.981520
  1000.450623  1470.622314   266.420748   -28.747318    14.614353     0.009235     0.008534     0.005595     0.981361
   919.342163  1310.131470   266.440124   -28.748642    14.616571     0.009159     0.008331     0.005556     0.982741
  1035.084229   423.727173   266.515607   -28.801595    14.617334     0.009013     0.008429     0.005548     0.987748
   589.718689   509.258362   266.532620   -28.761295    14.617811     0.009154     0.008448     0.005572     0.986208
  1406.767578   925.577393   266.448370   -28.807046    14.621073     0.009171     0.008588     0.005604     0.986972
   397.050354  1393.830933   266.461633   -28.702209    14.621501     0.006560     0.007011     0.007245     0.981700
   440.482117  1222.076050   266.475073   -28.714172    14.625251     0.009275     0.008371     0.005609     0.987921
   463.436981  1437.797363   266.453855   -28.705426    14.625252     0.009290     0.008468     0.005621     0.986993
   737.118164  1169.332275   266.463343   -28.740802    14.625370     0.009112     0.008548     0.005605     0.983740
  1499.809448   497.751038   266.482733   -28.835620    14.626159     0.009149     0.008488     0.005599     0.991123
  1349.958252   298.739746   266.509541   -28.833256    14.626241     0.009069     0.008484     0.005588     0.988460
   651.432861   123.412788   266.564858   -28.785246    14.627335     0.009349     0.008657     0.005669     0.979712
   921.089233   581.615601   266.507384   -28.784598    14.634643     0.009181     0.008655     0.005655     0.983249
   544.752014  1252.558960   266.466420   -28.721123    14.638378     0.009325     0.008727     0.005698     0.982920
   520.855957  1390.243652   266.455035   -28.712417    14.638423     0.009219     0.008573     0.005659     0.988661
   871.271973   788.345032   266.491054   -28.770401    14.642257     0.009373     0.008715     0.005716     0.989973
  1298.217529   414.500183   266.501727   -28.823375    14.642269     0.009346     0.008773     0.005722     0.985726
  1092.745728  1495.864624   266.413243   -28.753553    14.642708     0.009326     0.008534     0.005675     0.986004
  1424.581665   142.684784   266.519804   -28.846972    14.643633     0.009468     0.008719     0.005730     0.982671
  1406.833008  1477.947510   266.397295   -28.779877    14.644889     0.009255     0.008477     0.005667     0.987649
   774.260437  1217.795776   266.456784   -28.741428    14.646755     0.009371     0.008619     0.005711     0.987564
  1109.233032   296.720490   266.523206   -28.813845    14.653808     0.009428     0.008745     0.005757     0.983499
  1396.311646   207.688995   266.515371   -28.841487    14.655994     0.009513     0.008802     0.005785     0.984453
   448.962952   379.653381   266.552479   -28.756251    14.664720     0.009412     0.008867     0.005804     0.986083
  1094.028198   712.795532   266.485569   -28.792166    14.665841     0.009389     0.008743     0.005786     0.989327
   918.562317  1516.628540   266.421084   -28.738421    14.667789     0.009688     0.008951     0.005870     0.979017
   406.757904   425.949036   266.550558   -28.750556    14.669517     0.009527     0.008682     0.005806     0.990800
   678.917236  1005.317078   266.481762   -28.744149    14.672934     0.009497     0.008914     0.005849     0.987796
  1165.983154   387.482605   266.511632   -28.813985    14.676137     0.009524     0.009025     0.005886     0.987962
   946.405762  1373.835938   266.432720   -28.747701    14.679463     0.009746     0.008863     0.005899     0.976604
   497.004150  1383.213501   266.457020   -28.710830    14.682907     0.009522     0.008875     0.005881     0.990010
   433.669647   451.826141   266.546660   -28.751467    14.682986     0.009710     0.008871     0.005906     0.973933
  1088.090820  1281.948120   266.433276   -28.763700    14.684780     0.009550     0.008783     0.005872     0.986060
   503.725555     3.875295   266.584177   -28.779139    14.685600     0.009736     0.008940     0.006008     0.982891
   607.043884  1511.689453   266.438988   -28.713427    14.690591     0.009642     0.009057     0.005939     0.982076
   905.612732  1544.630615   266.419222   -28.735995    14.691358     0.010040     0.009231     0.006144    -1.000000
   789.364197  1293.752197   266.448918   -28.738917    14.692222     0.009865     0.009052     0.005978     0.975630
  1184.692871  1245.477295   266.431235   -28.773320    14.692400     0.009859     0.009199     0.006007     0.990033
   812.643982   293.656219   266.540089   -28.789955    14.695351     0.009904     0.009163     0.006007     0.980801
   978.696777  1538.701294   266.415675   -28.742207    14.695640     0.010076     0.009119     0.006060     0.986812
   602.332031  1512.502808   266.439177   -28.713005    14.699819     0.010022     0.009335     0.006058     0.984666
  1240.018188  1413.300415   266.412621   -28.769546    14.699857     0.009710     0.009117     0.005990     0.990206
  1226.654907   524.899963   266.495521   -28.812149    14.700241     0.009887     0.008974     0.005992     0.985604
  1236.155396   673.907776   266.481206   -28.805595    14.701565     0.009746     0.008950     0.005974     0.981898
  1249.079102    24.329977   266.540584   -28.838560    14.701780     0.009754     0.009165     0.006010     0.963007
   661.003540   566.006042   266.523384   -28.764285    14.704208     0.009689     0.008923     0.005971     0.987548
  1032.113647   613.343689   266.498234   -28.792037    14.704284     0.009798     0.009202     0.006029     0.980073
   414.683014   293.480713   266.562366   -28.757703    14.704545     0.009977     0.009303     0.006076     0.985843
  1381.881104   431.538696   266.495465   -28.829318    14.707468     0.010474     0.006107     0.007570     0.945239
   506.646393  1169.952515   266.476187   -28.722096    14.708520     0.009962     0.009015     0.006034     0.984009
  1087.428101  1498.443115   266.413303   -28.752996    14.709568     0.010160     0.009422     0.006118     0.985093
   994.237122    29.131536   266.554403   -28.817666    14.709760     0.009896     0.009062     0.006038     0.984941
   336.976501  1553.573975   266.450238   -28.689487    14.710976     0.010426     0.006005     0.007651     0.986252
   706.850464   186.538895   266.555918   -28.786639    14.712513     0.009912     0.009342     0.006090     0.983383
  1203.884766   498.768280   266.499214   -28.811588    14.712856     0.009850     0.009165     0.006052     0.979847
   362.873138   997.222839   266.500197   -28.718935    14.714037     0.009867     0.009168     0.006061     0.975243
  1015.351929   861.607178   266.476213   -28.778476    14.715110     0.010090     0.009366     0.006128     0.981061
   598.423462  1290.448608   266.459914   -28.723609    14.717506     0.010159     0.009421     0.006164     0.984876
  1254.589233   694.179138   266.478298   -28.806093    14.718320     0.010108     0.009201     0.006115     0.979363
  1579.493286  1105.563354   266.422044   -28.812187    14.718320     0.010171     0.009419     0.006169     0.989150
   461.890472  1060.774902   266.488783   -28.723836    14.720478     0.009912     0.009219     0.006093     0.988972
   345.490570  1325.430176   266.470839   -28.701394    14.720502     0.010200     0.009443     0.006185     0.970433
   379.594604   463.218689   266.548631   -28.746524    14.724418     0.010172     0.009293     0.006156     0.984101
   521.747559  1501.350464   266.444719   -28.707025    14.725347     0.010402     0.013504     0.008038     0.987902
   711.930542  1152.679443   266.466292   -28.739579    14.726354     0.009969     0.009365     0.006140     0.987870
   684.292175  1450.202026   266.440344   -28.722710    14.727491     0.010112     0.009279     0.006159     0.987767
   961.443604   690.080322   266.495093   -28.782538    14.727819     0.010188     0.009202     0.006161     0.988021
  1482.130737   293.292175   266.502642   -28.844236    14.732124     0.010054     0.009396     0.006178     0.983135
   895.601685  1390.459717   266.434030   -28.742768    14.733027     0.010294     0.009557     0.006246     0.979234
  1241.535156    86.465073   266.535256   -28.834897    14.733118     0.010318     0.009563     0.006254     0.978281
  1245.679199  1507.807739   266.403569   -28.765354    14.737169     0.010231     0.009363     0.006210     0.985551
   916.731506  1135.401001   266.456422   -28.757023    14.741982     0.010281     0.009593     0.006272     0.976015
   596.246033  1226.050415   266.465987   -28.726598    14.743188     0.010200     0.009293     0.006218     0.990032
  1465.202759   569.919922   266.477994   -28.829268    14.744526     0.010178     0.009312     0.006221     0.984190
   499.450897  1411.945435   266.454228   -28.709615    14.745272     0.010352     0.009338     0.006259     0.992488
   588.440063  1407.195190   266.449685   -28.717059    14.747251     0.010397     0.009469     0.006291     0.988273
   530.426331  1408.122681   266.452847   -28.712313    14.754712     0.010445     0.009463     0.006320     0.983699
  1257.703979   292.023071   266.515328   -28.826109    14.759420     0.010400     0.009438     0.006315     0.989805
   755.203186  1206.449463   266.458900   -28.740442    14.760319     0.010404     0.009769     0.006378     0.989742
   934.512756   342.732727   266.528729   -28.797422    14.762781     0.010574     0.009685     0.006392     0.983454
  1436.423584   665.930481   266.470725   -28.822216    14.762805     0.010512     0.009495     0.006359     0.982961
   923.547668   331.266479   266.530404   -28.797097    14.763843     0.010578     0.009692     0.006399     0.979862
  1089.583130   439.506195   266.511096   -28.805237    14.765799     0.010618     0.009857     0.006437     0.986555
   586.881348  1242.251831   266.465014   -28.725043    14.767630     0.010369     0.009663     0.006373     0.986533
   361.994324  1409.815674   266.462118   -28.698583    14.770515     0.010332     0.009606     0.006367     0.976893
  1122.762939   482.474426   266.505264   -28.805814    14.772748     0.010555     0.009892     0.006457     0.982750
  1478.505859   748.930359   266.460689   -28.821545    14.772761     0.011332     0.010049     0.007904     0.923608
  1153.603394  1511.940063   266.408347   -28.757692    14.775657     0.010624     0.009600     0.006425     0.969212
  1294.845581  1148.283569   266.434048   -28.787025    14.778175     0.010505     0.009797     0.006446     0.986481
   584.000549    47.529697   266.575650   -28.783505    14.780574     0.010482     0.009933     0.006474     0.986864
  1144.019043  1424.317261   266.416983   -28.761227    14.781092     0.010521     0.009876     0.006603     0.988667
   419.980621   102.057487   266.579777   -28.767530    14.781457     0.010412     0.009598     0.006414     0.983521
   352.747772  1101.248291   266.491149   -28.713002    14.783084     0.010626     0.009814     0.006483    -1.000000
  1344.054199  1577.438232   266.391619   -28.769896    14.784011     0.010526     0.009958     0.006498     0.986314
   445.455109  1086.091187   266.487362   -28.721260    14.785792     0.010751     0.009714     0.006502     0.990235
  1435.176636   196.636307   266.514217   -28.845180    14.786514     0.010619     0.009951     0.006512     0.981555
   609.744446  1490.355347   266.440808   -28.714695    14.788330     0.011104     0.006987     0.007751     0.972401
   613.716309  1327.767334   266.455609   -28.723013    14.788332     0.010703     0.009852     0.006512     0.990291
   890.879517   630.405640   266.504563   -28.779752    14.792372     0.010641     0.010026     0.006549     0.965799
   688.863159   616.345337   266.517169   -28.764070    14.792375     0.010645     0.009986     0.006541     0.984288
  1504.799316   941.440796   266.441409   -28.814209    14.794491     0.010732     0.010076     0.006578     0.989757
   433.060486   412.333557   266.550346   -28.753357    14.798921     0.010658     0.010024     0.006571     0.986581
   448.823303  1383.740356   266.459668   -28.706900    14.801263     0.008102     0.010369     0.008175     0.977242
   537.540771   926.594849   266.496952   -28.736561    14.801294     0.010978     0.010158     0.006645     0.982288
  1270.783325   533.031372   266.492298   -28.815326    14.802181     0.010740     0.009799     0.006556     0.989898
  1364.958130  1033.402954   266.440742   -28.798356    14.802522     0.010698     0.010109     0.006603     0.982221
   578.180542   137.949524   266.567610   -28.778594    14.802967     0.010715     0.009806     0.006559     0.988405
   556.216125    66.705490   266.575429   -28.780311    14.803975     0.007633     0.007503     0.008606     0.981436
  1493.234009   746.683594   266.460071   -28.822849    14.804758     0.011582     0.011579     0.007743     0.806476
   578.429871  1097.789795   266.478839   -28.731460    14.806859     0.010983     0.010020     0.006645     0.982496
   796.474365  1364.248169   266.442004   -28.736026    14.807494     0.011012     0.010070     0.006665     0.986814
   665.776794  1108.224121   266.472985   -28.738025    14.808663     0.010917     0.010087     0.006745     0.987681
   568.177795  1457.931030   266.446131   -28.712922    14.810945     0.010796     0.009888     0.006608     0.989292
  1251.996948   451.493927   266.500893   -28.817811    14.811452     0.010785     0.010222     0.006664     0.990539
   900.113403  1558.166016   266.418279   -28.734883    14.812657     0.010779     0.009974     0.006625     0.979993
   526.558838   999.067444   266.490867   -28.732109    14.813020     0.011017     0.009944     0.006657     0.989031
  1059.211304  1461.895020   266.418262   -28.752508    14.813149     0.010869     0.009952     0.006631     0.988014
  1338.077148  1319.200195   266.415824   -28.782119    14.815420     0.011061     0.007420     0.007838     0.976983
   471.160400   419.735931   266.547531   -28.756082    14.820324     0.010920     0.010164     0.006696     0.986167
  1173.225586   617.395752   266.489957   -28.803273    14.822759     0.011034     0.010323     0.006751     0.981164
   835.632080   584.640564   266.511888   -28.777523    14.824256     0.011162     0.010331     0.006769     0.984582
   522.866272  1082.812256   266.483333   -28.727694    14.828271     0.010957     0.010146     0.006724     0.983048
  1013.017273   478.617096   266.511765   -28.797109    14.834483     0.010998     0.010389     0.006792     0.981335
   459.684021   786.583557   266.514252   -28.737131    14.835023     0.011244     0.010469     0.006838     0.978588
   436.701538   835.784790   266.510989   -28.732851    14.838687     0.011222     0.010306     0.006820     0.989356
   560.544678   867.535339   266.501124   -28.741328    14.839217     0.011373     0.010544     0.006889     0.990894
   850.643860  1444.687134   266.431537   -28.736458    14.846047     0.011361     0.010487     0.006896     0.988992
  1062.578369  1084.121094   266.452994   -28.771362    14.846221     0.011362     0.010292     0.006869     0.958679
   474.581940  1587.821533   266.439371   -28.698951    14.848282     0.011385     0.010361     0.006890     0.984683
  1549.113037   118.446869   266.515072   -28.858257    14.848721     0.011208     0.010580     0.006904     0.982719
   962.275818  1230.001099   266.445126   -28.756061    14.849515     0.011274     0.010242     0.006861     0.995654
  1319.181763  1002.615234   266.446154   -28.796161    14.851421     0.011276     0.010575     0.006918     0.980122
   869.348755  1525.743164   266.422999   -28.733986    14.851576     0.011410     0.010487     0.006923     0.987897
   464.498657  1279.290771   266.468442   -28.713306    14.851668     0.011483     0.010538     0.006954     0.988876
   377.929016   267.951416   266.566783   -28.755977    14.853385     0.011142     0.010255     0.006855     0.988945
   603.788940  1353.529663   266.453784   -28.720941    14.854244     0.011343     0.010651     0.006949     0.981844
   365.546112   135.189240   266.579755   -28.761491    14.854920     0.010042     0.009941     0.008785     0.959777
   966.821594   388.622925   266.522676   -28.797787    14.856452     0.011438     0.011027     0.007077     0.974049
   602.603088   525.433044   266.530403   -28.761545    14.858873     0.011556     0.010722     0.007010     0.979562
  1294.524536   845.591675   266.462057   -28.801885    14.863616     0.011630     0.010759     0.007040     0.985151
  1342.065063   246.722916   266.514796   -28.835172    14.864223     0.011305     0.010584     0.006963     0.988066
   533.454102   371.438599   266.548514   -28.763503    14.867495     0.011672     0.010814     0.007079     0.985201
  1586.269775   320.579559   266.494283   -28.851335    14.867877     0.011545     0.010783     0.007045     0.982073
  1004.058960  1174.481323   266.447918   -28.762177    14.869435     0.011394     0.010787     0.007036     0.985312
  1168.322998    70.070457   266.540872   -28.829767    14.870107     0.011540     0.010470     0.007005     0.978090
   594.765259  1073.060913   266.480210   -28.734000    14.871475     0.011525     0.010491     0.007102     0.979854
   440.287323  1049.362915   266.491046   -28.722646    14.873266     0.015805     0.018163     0.013120     0.945067
   644.071106  1520.173950   266.436131   -28.716010    14.874055     0.011399     0.010574     0.007007     0.987974
  1467.808472  1358.433350   266.404924   -28.790698    14.877250     0.011574     0.010871     0.007096     0.985522
   390.313690   599.794312   266.535402   -28.740685    14.879371     0.011660     0.010690     0.007085     0.989394
  1178.567139     6.163031   266.546213   -28.833737    14.881665     0.011754     0.010678     0.007107     0.979491
  1412.663208   918.796082   266.448667   -28.807857    14.881833     0.011708     0.010716     0.007100     0.988084
   581.403320   671.432617   266.518088   -28.752654    14.883491     0.011825     0.010968     0.007176     0.971721
  1239.150146   559.633545   266.491608   -28.811455    14.885880     0.011614     0.010901     0.007132     0.981726
  1388.543823    64.529755   266.529055   -28.847890    14.886776     0.011861     0.010997     0.007198     0.986384
  1154.485352    25.402439   266.545780   -28.830839    14.887377     0.011892     0.010997     0.007208     0.984248
  1071.172974     7.398034   266.552109   -28.824970    14.888706     0.011674     0.010961     0.007165     0.983018
   535.256165  1448.979980   266.448801   -28.710695    14.890892     0.011693     0.010638     0.007124     0.990570
   639.257141   466.442291   266.533808   -28.767413    14.891485     0.011794     0.011031     0.007206     0.986666
  1384.380493   538.767273   266.485404   -28.824250    14.892263     0.011754     0.010353     0.008704     0.970408
  1252.527588   959.734924   266.453854   -28.792869    14.895652     0.011946     0.010942     0.007222     0.993518
  1446.593140  1501.953247   266.392847   -28.781917    14.898132     0.011896     0.010741     0.007193     0.987460
   599.082092  1070.062988   266.480246   -28.734497    14.902324     0.008322     0.010705     0.009065     0.985465
  1381.116089   977.043274   266.445048   -28.802437    14.904050     0.011704     0.010749     0.007189     0.988641
  1536.781494   469.190643   266.483304   -28.840020    14.907090     0.011862     0.010928     0.007247     0.991310
   921.132935  1511.035889   266.421457   -28.738905    14.907218     0.011749     0.010779     0.007211     0.986055
   627.926331  1238.247070   266.463087   -28.728566    14.908248     0.011769     0.010985     0.007248     0.987729
  1059.531616   665.401245   266.491884   -28.791700    14.909021     0.012126     0.011214     0.007345     0.984831
  1340.434448   202.373154   266.518992   -28.837219    14.909702     0.012190     0.011242     0.007503     0.978443
   557.477112   781.136230   266.509284   -28.745325    14.909750     0.012068     0.010932     0.007299     0.976938
