            x            y            a            d            m            sx            sy             sm            c
  1566.718994  1418.429688   266.393832   -28.795757    13.907702     0.004775     0.004457     0.002911     0.981637
  1444.647949  1236.380493   266.417507   -28.794827    13.909749     0.004806     0.004458     0.002918     0.976421
   331.833130  1402.607788   266.464472   -28.696493    13.909804     0.003418     0.003942     0.004392     0.979992
   898.080505  1038.352417   266.466438   -28.760284    13.916210     0.004733     0.004454     0.002917     0.983939
   534.117004  1358.851807   266.457193   -28.715035    13.916717     0.004722     0.004363     0.002901     0.983081
   502.147766  1056.558350   266.486919   -28.727305    13.917717     0.004765     0.004489     0.002928     0.987851
   872.443787   718.456970   266.497452   -28.773931    13.918558     0.004870     0.004515     0.002954     0.984991
   391.346893  1005.382812   266.497850   -28.720842    13.920163     0.004851     0.004501     0.002948     0.975912
   364.597229  1016.358459   266.498332   -28.718134    13.920172     0.004864     0.004495     0.002948     0.976274
   382.011841  1555.584961   266.447531   -28.693037    13.920630     0.004746     0.004490     0.002929     0.982840
   454.187408  1485.238647   266.449990   -28.702344    13.921287     0.004783     0.004435     0.002926     0.984545
   990.805725  1416.612793   266.426280   -28.749194    13.922390     0.004802     0.004500     0.002940     0.980888
  1545.283325   555.694580   266.474824   -28.836457    13.925425     0.004844     0.004487     0.002949     0.985648
  1365.890747   151.836868   266.522243   -28.841765    13.929168     0.004776     0.004419     0.002934     0.985701
  1446.606567   346.181549   266.499738   -28.838758    13.929452     0.004884     0.004450     0.002956     0.978727
  1070.303101   484.966827   266.507970   -28.801440    13.933035     0.004858     0.004408     0.002952     0.990051
   577.189026   387.242126   266.544606   -28.766272    13.938941     0.004858     0.004505     0.002975     0.984931
   378.260498   722.197937   266.524759   -28.733695    13.944214     0.004907     0.004510     0.002991     0.988078
   413.109680   298.093353   266.562028   -28.757349    13.945493     0.004842     0.004458     0.002975     0.981817
   618.443237   929.139099   266.492189   -28.742992    13.950112     0.004984     0.004519     0.003014     0.978046
  1029.060547  1311.386719   266.433862   -28.757469    13.954026     0.003709     0.003249     0.003986     0.984001
  1074.705444   106.775658   266.542715   -28.820376    13.954657     0.004971     0.004570     0.003022     0.978780
  1325.664917   997.047424   266.446305   -28.796960    13.959624     0.005068     0.004775     0.003145     0.991219
   980.341919    22.560062   266.555789   -28.816862    13.963012     0.005578     0.008810     0.005988     0.956158
  1591.029175  1264.310425   266.406718   -28.805311    13.968120     0.005038     0.004680     0.003212     0.990948
  1213.599121   776.277344   266.473001   -28.798735    13.968800     0.005077     0.004663     0.003075     0.987677
  1532.984375   495.326111   266.481098   -28.838428    13.975632     0.004986     0.004691     0.003077     0.991889
   494.486298   695.825806   266.520696   -28.744411    13.977884     0.005120     0.004651     0.003097     0.990333
  1484.310059    98.396629   266.520558   -28.853989    13.982203     0.005124     0.004767     0.003120     0.977766
   536.113770  1282.495117   266.464137   -28.718951    13.986977     0.005069     0.004789     0.003122     0.985987
  1014.327454  1172.198730   266.447554   -28.763121    13.998835     0.006393     0.005719     0.003929     0.824349
  1528.113281   854.330078   266.448159   -28.820382    14.003646     0.005138     0.004820     0.003161     0.983971
  1290.786377   297.300171   266.512988   -28.828531    14.011357     0.005212     0.004848     0.003187     0.987706
   816.562561    33.506752   266.563939   -28.803047    14.018561     0.005339     0.004953     0.003235     0.987796
   937.451477   551.225342   266.509279   -28.787417    14.033577     0.005384     0.004916     0.003264     0.985198
   878.181213   822.044250   266.487551   -28.769305    14.035265     0.005284     0.004834     0.003234     0.989885
   749.156433   341.211060   266.539243   -28.782473    14.046026     0.005344     0.004951     0.003277     0.978173
  1187.790527    87.814064   266.538140   -28.830474    14.054076     0.005403     0.004979     0.003301     0.981489
  1188.287964   766.575073   266.475316   -28.797161    14.054176     0.005466     0.005100     0.003331     0.988531
